"[47.340510248298465, 66.25133822013566]"
"[46.96327723760157, 71.26742846895074]"
"[47.12342705153187, 68.24585318476544]"
"[47.15282473612393, 67.23356785282243]"
"[46.96513506682436, 68.21579579291009]"
"[46.96513506682436, 68.21579579291009]"
"[46.992999040919656, 67.20283045276105]"
"[47.26224068897064, 66.23633502647401]"
"[47.639935521920656, 64.27232146200488]"
"[47.27798610628323, 68.27483330296162]"
"[47.26224068897064, 66.23633502647401]"
"[46.80297718713806, 68.18461025537957]"
"[47.12342705153187, 68.24585318476544]"
"[46.96513506682436, 68.21579579291009]"
"[44.713269830843736, 49.16658407076324]"
"[47.06690939270743, 70.26974960152141]"
"[46.9116134345814, 70.24098990139721]"
"[47.04474892270196, 68.23096048582973]"
"[47.45109189190259, 65.2543286318203]"
"[47.604378357153124, 65.28362093429956]"
"[47.49423799887891, 66.28052819142513]"
"[47.52819052128501, 65.26910782619952]"
"[47.417830177659084, 66.26606603245331]"
"[47.340510248298465, 66.25133822013566]"
"[46.992999040919656, 67.20283045276105]"
"[47.07339312245386, 67.21834076566569]"
"[47.340510248298465, 66.25133822013566]"
"[47.01687456756009, 69.24334590430296]"
"[47.417830177659084, 66.26606603245331]"
"[47.38544886504405, 67.27760183901546]"
"[46.686637707905476, 66.12304345990007]"
"[46.96513506682436, 68.21579579291009]"
"[47.38544886504405, 67.27760183901546]"
"[47.12342705153187, 68.24585318476544]"
"[47.52819052128501, 65.26910782619952]"
"[47.417830177659084, 66.26606603245331]"
"[46.85820476877334, 69.21340706953225]"
"[47.340510248298465, 66.25133822013566]"
"[47.308834646966645, 67.26319087148669]"
"[47.01687456756009, 69.24334590430296]"
"[47.27798610628323, 68.27483330296162]"
"[47.340510248298465, 66.25133822013566]"
"[47.340510248298465, 66.25133822013566]"
"[46.91161913740687, 67.18702821220634]"
"[47.461165637773206, 67.29175379385423]"
"[47.26224068897064, 66.23633502647401]"
"[47.56973776670272, 66.29472989090381]"
"[47.49423799887891, 66.28052819142513]"
"[46.93801669480668, 69.22851480248143]"
"[47.09479550979747, 69.25791155943816]"
"[47.20116757519847, 68.26047455548364]"
"[47.01687456756009, 69.24334590430296]"
"[47.754026140582525, 65.31185550409329]"
"[47.417830177659084, 66.26606603245331]"
"[47.340510248298465, 66.25133822013566]"
"[46.85820476877334, 69.21340706953225]"
"[47.42893468089926, 68.30279028327033]"
"[47.45109189190259, 65.2543286318203]"
"[47.12342705153187, 68.24585318476544]"
"[47.18302007949498, 66.22105056412613]"
"[47.07339312245386, 67.21834076566569]"
"[47.12342705153187, 68.24585318476544]"
"[47.15282473612393, 67.23356785282243]"
"[46.69569809723971, 69.18235360405893]"
"[47.45109189190259, 65.2543286318203]"
"[46.85820476877334, 69.21340706953225]"
"[47.04474892270196, 68.23096048582973]"
"[46.96513506682436, 68.21579579291009]"
"[46.82923364417787, 67.17092681763458]"
"[46.67167292017576, 70.19585598236341]"
"[47.04474892270196, 68.23096048582973]"
"[47.17181329276414, 69.2722175450505]"
