"[30, 109]","[40, 79]","[50, 73]","[60, 88]"
"[30, 109]","[40, 76]","[50, 75]","[60, 92]"
"[30, 112]","[40, 75]","[50, 74]","[60, 91]"
"[30, 108]","[40, 76]","[50, 71]","[60, 92]"
"[30, 111]","[40, 77]","[50, 75]","[60, 91]"
"[30, 108]","[40, 78]","[50, 74]","[60, 90]"
"[30, 110]","[40, 76]","[50, 73]","[60, 91]"
"[30, 114]","[40, 79]","[50, 77]","[60, 92]"
"[30, 108]","[40, 78]","[50, 73]","[60, 91]"
"[30, 106]","[40, 75]","[50, 69]","[60, 90]"
"[30, 111]","[40, 75]","[50, 73]","[60, 90]"
"[30, 111]","[40, 76]","[50, 74]","[60, 88]"
"[30, 112]","[40, 77]","[50, 75]","[60, 88]"
"[30, 115]","[40, 79]","[50, 73]","[60, 89]"
"[30, 110]","[40, 77]","[50, 74]","[60, 90]"
"[30, 115]","[40, 74]","[50, 73]","[60, 94]"
"[30, 112]","[40, 76]","[50, 72]","[60, 90]"
"[30, 114]","[40, 75]","[50, 73]","[60, 91]"
"[30, 111]","[40, 77]","[50, 71]","[60, 91]"
"[30, 112]","[40, 78]","[50, 74]","[60, 94]"
"[30, 117]","[40, 76]","[50, 72]","[60, 90]"
"[30, 113]","[40, 75]","[50, 72]","[60, 92]"
"[30, 110]","[40, 77]","[50, 74]","[60, 90]"
"[30, 109]","[40, 76]","[50, 74]","[60, 91]"
"[30, 114]","[40, 76]","[50, 74]","[60, 90]"
"[30, 110]","[40, 78]","[50, 74]","[60, 92]"
"[30, 108]","[40, 75]","[50, 74]","[60, 92]"
"[30, 112]","[40, 80]","[50, 75]","[60, 90]"
"[30, 107]","[40, 78]","[50, 73]","[60, 91]"
"[30, 114]","[40, 77]","[50, 77]","[60, 93]"
"[30, 110]","[40, 74]","[50, 71]","[60, 90]"
"[30, 109]","[40, 78]","[50, 74]","[60, 91]"
"[30, 107]","[40, 79]","[50, 76]","[60, 90]"
"[30, 112]","[40, 78]","[50, 76]","[60, 90]"
"[30, 114]","[40, 75]","[50, 74]","[60, 89]"
"[30, 109]","[40, 78]","[50, 72]","[60, 90]"
"[30, 109]","[40, 77]","[50, 74]","[60, 93]"
"[30, 107]","[40, 78]","[50, 75]","[60, 92]"
"[30, 115]","[40, 76]","[50, 72]","[60, 92]"
"[30, 109]","[40, 77]","[50, 73]","[60, 92]"
