"[40, 22]","[50, 23]","[60, 123]"
"[40, 22]","[50, 21]","[60, 126]"
"[40, 26]","[50, 21]","[60, 128]"
"[40, 25]","[50, 23]","[60, 124]"
"[40, 23]","[50, 22]","[60, 124]"
"[40, 25]","[50, 23]","[60, 121]"
"[40, 24]","[50, 22]","[60, 118]"
"[40, 23]","[50, 21]","[60, 123]"
"[40, 23]","[50, 22]","[60, 127]"
"[40, 25]","[50, 24]","[60, 130]"
"[40, 27]","[50, 23]","[60, 126]"
"[40, 23]","[50, 20]","[60, 126]"
"[40, 25]","[50, 22]","[60, 124]"
"[40, 25]","[50, 20]","[60, 126]"
"[40, 24]","[50, 22]","[60, 116]"
"[40, 24]","[50, 22]","[60, 125]"
"[40, 25]","[50, 22]","[60, 124]"
"[40, 25]","[50, 23]","[60, 123]"
"[40, 24]","[50, 20]","[60, 130]"
"[40, 24]","[50, 23]","[60, 124]"
"[40, 24]","[50, 22]","[60, 120]"
"[40, 25]","[50, 22]","[60, 127]"
"[40, 21]","[50, 22]","[60, 124]"
"[40, 26]","[50, 23]","[60, 124]"
"[40, 24]","[50, 22]","[60, 125]"
"[40, 26]","[50, 21]","[60, 124]"
"[40, 24]","[50, 24]","[60, 124]"
"[40, 23]","[50, 23]","[60, 126]"
"[40, 24]","[50, 22]","[60, 126]"
"[40, 23]","[50, 22]","[60, 122]"
"[40, 23]","[50, 22]","[60, 124]"
"[40, 24]","[50, 23]","[60, 121]"
"[40, 26]","[50, 23]","[60, 121]"
"[40, 23]","[50, 21]","[60, 127]"
"[40, 23]","[50, 21]","[60, 124]"
"[40, 25]","[50, 21]","[60, 131]"
"[40, 23]","[50, 22]","[60, 80]"
"[40, 24]","[50, 22]","[60, 73]"
"[40, 25]","[50, 21]","[60, 76]"
"[40, 23]","[50, 22]","[60, 82]"
"[40, 25]","[50, 23]","[60, 93]"
"[40, 23]","[50, 20]","[60, 95]"
"[40, 23]","[50, 19]","[60, 95]"
"[40, 23]","[50, 22]","[60, 98]"
"[40, 26]","[50, 20]","[60, 82]"
"[40, 23]","[50, 21]","[60, 61]"
"[40, 25]","[50, 22]","[60, 62]"
"[40, 23]","[50, 22]","[60, 64]"
"[40, 24]","[50, 23]","[60, 62]"
"[40, 24]","[50, 23]","[60, 67]"
"[40, 23]","[50, 23]","[60, 63]"
"[40, 24]","[50, 22]","[60, 72]"
"[40, 25]","[50, 22]","[60, 63]"
"[40, 21]","[50, 21]","[60, 65]"
"[40, 23]","[50, 20]","[60, 62]"
"[40, 21]","[50, 22]","[60, 63]"
"[40, 22]","[50, 21]","[60, 69]"
"[40, 23]","[50, 22]","[60, 66]"
"[40, 23]","[50, 21]","[60, 62]"
"[40, 25]","[50, 20]","[60, 64]"
"[40, 25]","[50, 22]","[60, 66]"
"[40, 23]","[50, 22]","[60, 68]"
"[40, 23]","[50, 21]","[60, 77]"
"[40, 23]","[50, 22]","[60, 85]"
"[40, 23]","[50, 22]","[60, 82]"
"[40, 26]","[50, 23]","[60, 81]"
"[40, 23]","[50, 22]","[60, 77]"
"[40, 23]","[50, 23]","[60, 79]"
"[40, 24]","[50, 23]","[60, 75]"
"[40, 23]","[50, 21]","[60, 73]"
"[40, 25]","[50, 22]","[60, 75]"
"[40, 24]","[50, 23]","[60, 77]"
"[40, 23]","[50, 22]","[60, 80]"
"[40, 25]","[50, 22]","[60, 77]"
"[40, 22]","[50, 21]","[60, 75]"
"[40, 23]","[50, 22]","[60, 70]"
"[40, 23]","[50, 21]","[60, 75]"
"[40, 23]","[50, 23]","[60, 73]"
"[40, 25]","[50, 23]","[60, 74]"
"[40, 21]","[50, 21]","[60, 80]"
"[40, 23]","[50, 22]","[60, 80]"
"[40, 23]","[50, 22]","[60, 80]"
"[40, 25]","[50, 24]","[60, 78]"
"[40, 22]","[50, 22]","[60, 77]"
"[40, 23]","[50, 22]","[60, 80]"
"[40, 24]","[50, 20]","[60, 76]"
"[40, 23]","[50, 20]","[60, 76]"
"[40, 25]","[50, 20]","[60, 80]"
"[40, 23]","[50, 22]","[60, 78]"
"[40, 23]","[50, 22]","[60, 82]"
"[40, 24]","[50, 22]","[60, 75]"
"[40, 23]","[50, 22]","[60, 80]"
"[40, 24]","[50, 23]","[60, 81]"
"[40, 23]","[50, 22]","[60, 77]"
"[40, 23]","[50, 22]","[60, 77]"
"[40, 23]","[50, 23]","[60, 86]"
"[40, 21]","[50, 21]","[60, 77]"
"[40, 24]","[50, 22]","[60, 77]"
"[40, 22]","[50, 24]","[60, 80]"
"[40, 24]","[50, 22]","[60, 76]"
"[40, 24]","[50, 23]","[60, 77]"
"[40, 24]","[50, 22]","[60, 82]"
"[40, 24]","[50, 21]","[60, 77]"
"[40, 25]","[50, 22]","[60, 81]"
"[40, 24]","[50, 24]","[60, 81]"
"[40, 23]","[50, 21]","[60, 82]"
"[40, 23]","[50, 21]","[60, 84]"
"[40, 24]","[50, 22]","[60, 84]"
"[40, 23]","[50, 23]","[60, 80]"
"[40, 24]","[50, 23]","[60, 81]"
"[40, 23]","[50, 22]","[60, 77]"
"[40, 24]","[50, 23]","[60, 78]"
"[40, 22]","[50, 22]","[60, 76]"
"[40, 25]","[50, 22]","[60, 85]"
"[40, 26]","[50, 21]","[60, 76]"
"[40, 24]","[50, 20]","[60, 73]"
"[40, 25]","[50, 21]","[60, 77]"
"[40, 24]","[50, 21]","[60, 79]"
"[40, 25]","[50, 22]","[60, 74]"
"[40, 24]","[50, 24]","[60, 83]"
"[40, 26]","[50, 23]","[60, 78]"
"[40, 26]","[50, 22]","[60, 79]"
"[40, 26]","[50, 21]","[60, 81]"
"[40, 24]","[50, 21]","[60, 77]"
"[40, 23]","[50, 21]","[60, 78]"
"[40, 23]","[50, 22]","[60, 73]"
"[40, 21]","[50, 21]","[60, 78]"
"[40, 22]","[50, 22]","[60, 79]"
"[40, 27]","[50, 21]","[60, 74]"
