"[30, 123]","[40, 106]","[50, 100]","[60, 112]"
"[30, 123]","[40, 101]","[50, 103]","[60, 119]"
"[30, 125]","[40, 102]","[50, 100]","[60, 115]"
"[30, 128]","[40, 104]","[50, 104]","[60, 118]"
"[30, 124]","[40, 104]","[50, 102]","[60, 113]"
"[30, 122]","[40, 98]","[50, 100]","[60, 114]"
"[30, 129]","[40, 103]","[50, 102]","[60, 114]"
"[30, 123]","[40, 102]","[50, 101]","[60, 114]"
"[30, 125]","[40, 106]","[50, 100]","[60, 115]"
"[30, 124]","[40, 102]","[50, 105]","[60, 115]"
"[30, 124]","[40, 103]","[50, 101]","[60, 114]"
"[30, 121]","[40, 104]","[50, 104]","[60, 115]"
"[30, 117]","[40, 104]","[50, 99]","[60, 112]"
"[30, 119]","[40, 104]","[50, 101]","[60, 113]"
"[30, 125]","[40, 103]","[50, 104]","[60, 115]"
"[30, 123]","[40, 103]","[50, 102]","[60, 115]"
"[30, 120]","[40, 100]","[50, 102]","[60, 112]"
"[30, 125]","[40, 104]","[50, 102]","[60, 113]"
"[30, 120]","[40, 104]","[50, 104]","[60, 115]"
"[30, 128]","[40, 105]","[50, 100]","[60, 113]"
"[30, 129]","[40, 102]","[50, 101]","[60, 113]"
"[30, 121]","[40, 104]","[50, 100]","[60, 110]"
"[30, 124]","[40, 103]","[50, 101]","[60, 111]"
"[30, 123]","[40, 103]","[50, 100]","[60, 117]"
"[30, 127]","[40, 101]","[50, 97]","[60, 111]"
"[30, 122]","[40, 103]","[50, 102]","[60, 114]"
"[30, 124]","[40, 106]","[50, 100]","[60, 112]"
"[30, 127]","[40, 103]","[50, 102]","[60, 114]"
"[30, 125]","[40, 101]","[50, 101]","[60, 113]"
"[30, 121]","[40, 105]","[50, 100]","[60, 113]"
"[30, 124]","[40, 105]","[50, 101]","[60, 113]"
"[30, 121]","[40, 105]","[50, 101]","[60, 116]"
"[30, 127]","[40, 105]","[50, 100]","[60, 113]"
"[30, 123]","[40, 104]","[50, 98]","[60, 112]"
"[30, 127]","[40, 103]","[50, 102]","[60, 115]"
"[30, 123]","[40, 101]","[50, 101]","[60, 113]"
"[30, 126]","[40, 103]","[50, 103]","[60, 113]"
"[30, 122]","[40, 103]","[50, 100]","[60, 116]"
"[30, 127]","[40, 105]","[50, 97]","[60, 113]"
"[30, 127]","[40, 105]","[50, 101]","[60, 118]"
"[30, 126]","[40, 103]","[50, 102]","[60, 114]"
"[30, 127]","[40, 104]","[50, 100]","[60, 116]"
"[30, 122]","[40, 104]","[50, 101]","[60, 116]"
"[30, 122]","[40, 104]","[50, 102]","[60, 115]"
"[30, 121]","[40, 101]","[50, 101]","[60, 115]"
"[30, 124]","[40, 106]","[50, 100]","[60, 116]"
"[30, 122]","[40, 102]","[50, 103]","[60, 111]"
"[30, 121]","[40, 103]","[50, 102]","[60, 112]"
"[30, 122]","[40, 100]","[50, 101]","[60, 111]"
"[30, 119]","[40, 103]","[50, 101]","[60, 110]"
"[30, 123]","[40, 108]","[50, 99]","[60, 111]"
"[30, 127]","[40, 105]","[50, 101]","[60, 114]"
"[30, 125]","[40, 104]","[50, 100]","[60, 113]"
"[30, 124]","[40, 104]","[50, 103]","[60, 114]"
"[30, 126]","[40, 106]","[50, 99]","[60, 114]"
"[30, 124]","[40, 105]","[50, 103]","[60, 116]"
"[30, 126]","[40, 100]","[50, 101]","[60, 113]"
"[30, 123]","[40, 107]","[50, 103]","[60, 112]"
"[30, 126]","[40, 104]","[50, 101]","[60, 116]"
"[30, 118]","[40, 103]","[50, 101]","[60, 116]"
"[30, 126]","[40, 105]","[50, 101]","[60, 111]"
"[30, 125]","[40, 107]","[50, 99]","[60, 115]"
"[30, 122]","[40, 106]","[50, 100]","[60, 111]"
"[30, 124]","[40, 102]","[50, 102]","[60, 113]"
"[30, 129]","[40, 101]","[50, 101]","[60, 114]"
"[30, 123]","[40, 101]","[50, 100]","[60, 118]"
"[30, 125]","[40, 105]","[50, 100]","[60, 113]"
"[30, 122]","[40, 105]","[50, 101]","[60, 111]"
"[30, 124]","[40, 100]","[50, 102]","[60, 112]"
"[30, 126]","[40, 103]","[50, 101]","[60, 113]"
"[30, 126]","[40, 102]","[50, 97]","[60, 114]"
"[30, 124]","[40, 103]","[50, 100]","[60, 115]"
"[30, 123]","[40, 106]","[50, 102]","[60, 112]"
"[30, 123]","[40, 102]","[50, 98]","[60, 115]"
"[30, 127]","[40, 103]","[50, 100]","[60, 115]"
"[30, 123]","[40, 104]","[50, 101]","[60, 111]"
"[30, 121]","[40, 103]","[50, 101]","[60, 112]"
"[30, 126]","[40, 101]","[50, 104]","[60, 112]"
"[30, 125]","[40, 99]","[50, 106]","[60, 113]"
"[30, 126]","[40, 102]","[50, 98]","[60, 110]"
"[30, 125]","[40, 104]","[50, 103]","[60, 111]"
"[30, 125]","[40, 104]","[50, 103]","[60, 110]"
"[30, 125]","[40, 107]","[50, 98]","[60, 112]"
"[30, 122]","[40, 104]","[50, 103]","[60, 113]"
"[30, 126]","[40, 100]","[50, 101]","[60, 114]"
"[30, 126]","[40, 101]","[50, 102]","[60, 110]"
"[30, 125]","[40, 103]","[50, 100]","[60, 114]"
"[30, 123]","[40, 101]","[50, 98]","[60, 116]"
"[30, 124]","[40, 106]","[50, 100]","[60, 113]"
"[30, 123]","[40, 103]","[50, 105]","[60, 112]"
"[30, 127]","[40, 104]","[50, 104]","[60, 115]"
"[30, 122]","[40, 103]","[50, 102]","[60, 116]"
"[30, 123]","[40, 105]","[50, 102]","[60, 118]"
"[30, 122]","[40, 102]","[50, 101]","[60, 113]"
"[30, 129]","[40, 100]","[50, 98]","[60, 115]"
"[30, 122]","[40, 104]","[50, 101]","[60, 110]"
"[30, 127]","[40, 103]","[50, 100]","[60, 109]"
"[30, 120]","[40, 103]","[50, 99]","[60, 114]"
"[30, 120]","[40, 107]","[50, 100]","[60, 111]"
"[30, 125]","[40, 103]","[50, 99]","[60, 110]"
"[30, 121]","[40, 103]","[50, 99]","[60, 116]"
"[30, 122]","[40, 107]","[50, 104]","[60, 113]"
"[30, 134]","[40, 101]","[50, 103]","[60, 116]"
"[30, 126]","[40, 102]","[50, 104]","[60, 114]"
"[30, 124]","[40, 103]","[50, 102]","[60, 114]"
"[30, 124]","[40, 104]","[50, 104]","[60, 110]"
"[30, 123]","[40, 104]","[50, 103]","[60, 113]"
"[30, 124]","[40, 105]","[50, 100]","[60, 114]"
"[30, 127]","[40, 102]","[50, 100]","[60, 113]"
"[30, 123]","[40, 104]","[50, 102]","[60, 112]"
"[30, 123]","[40, 103]","[50, 101]","[60, 112]"
"[30, 126]","[40, 102]","[50, 101]","[60, 113]"
"[30, 120]","[40, 107]","[50, 102]","[60, 114]"
"[30, 127]","[40, 104]","[50, 97]","[60, 112]"
"[30, 121]","[40, 102]","[50, 102]","[60, 114]"
"[30, 124]","[40, 103]","[50, 100]","[60, 113]"
"[30, 126]","[40, 107]","[50, 99]","[60, 114]"
"[30, 128]","[40, 105]","[50, 105]","[60, 111]"
"[30, 124]","[40, 103]","[50, 103]","[60, 113]"
"[30, 127]","[40, 104]","[50, 100]","[60, 112]"
"[30, 131]","[40, 103]","[50, 100]","[60, 114]"
"[30, 125]","[40, 105]","[50, 102]","[60, 110]"
"[30, 125]","[40, 102]","[50, 102]","[60, 115]"
"[30, 125]","[40, 104]","[50, 102]","[60, 114]"
"[30, 126]","[40, 107]","[50, 102]","[60, 111]"
"[30, 124]","[40, 104]","[50, 102]","[60, 112]"
"[30, 126]","[40, 107]","[50, 105]","[60, 112]"
"[30, 122]","[40, 103]","[50, 102]","[60, 117]"
"[30, 124]","[40, 103]","[50, 102]","[60, 114]"
"[30, 118]","[40, 104]","[50, 101]","[60, 115]"
"[30, 121]","[40, 103]","[50, 100]","[60, 112]"
"[30, 121]","[40, 105]","[50, 101]","[60, 113]"
"[30, 123]","[40, 104]","[50, 101]","[60, 113]"
"[30, 122]","[40, 104]","[50, 99]","[60, 114]"
"[30, 127]","[40, 103]","[50, 102]","[60, 114]"
"[30, 124]","[40, 104]","[50, 101]","[60, 112]","[70, 177]"
"[30, 124]","[40, 104]","[50, 102]","[60, 112]"
"[30, 121]","[40, 103]","[50, 100]","[60, 114]"
"[30, 128]","[40, 105]","[50, 102]","[60, 117]"
"[30, 123]","[40, 100]","[50, 98]","[60, 112]"
"[30, 125]","[40, 101]","[50, 101]","[60, 113]"
"[30, 127]","[40, 104]","[50, 101]","[60, 112]"
"[30, 123]","[40, 104]","[50, 103]","[60, 112]","[70, 172]"
"[30, 124]","[40, 105]","[50, 102]","[60, 113]","[70, 177]"
"[30, 128]","[40, 104]","[50, 102]","[60, 110]"
"[30, 124]","[40, 104]","[50, 103]","[60, 115]"
"[30, 126]","[40, 104]","[50, 100]","[60, 113]"
"[30, 122]","[40, 107]","[50, 102]","[60, 114]"
"[30, 125]","[40, 106]","[50, 100]","[60, 111]"
"[30, 124]","[40, 104]","[50, 98]","[60, 112]"
"[30, 124]","[40, 101]","[50, 103]","[60, 115]"
"[30, 119]","[40, 103]","[50, 101]","[60, 111]"
"[30, 127]","[40, 101]","[50, 98]","[60, 111]"
"[30, 121]","[40, 103]","[50, 99]","[60, 118]"
"[30, 126]","[40, 103]","[50, 99]","[60, 111]"
"[30, 123]","[40, 103]","[50, 101]","[60, 113]"
"[30, 127]","[40, 109]","[50, 103]","[60, 113]"
"[30, 126]","[40, 102]","[50, 103]","[60, 112]"
"[30, 125]","[40, 103]","[50, 100]","[60, 114]"
"[30, 122]","[40, 103]","[50, 101]","[60, 117]"
"[30, 124]","[40, 103]","[50, 103]","[60, 113]"
"[30, 123]","[40, 105]","[50, 100]","[60, 112]"
"[30, 125]","[40, 103]","[50, 100]","[60, 113]"
"[30, 127]","[40, 102]","[50, 99]","[60, 111]"
"[30, 117]","[40, 101]","[50, 98]","[60, 115]"
"[30, 122]","[40, 105]","[50, 101]","[60, 113]"
"[30, 125]","[40, 102]","[50, 102]","[60, 114]"
"[30, 126]","[40, 104]","[50, 99]","[60, 115]"
"[30, 122]","[40, 99]","[50, 98]","[60, 113]"
"[30, 125]","[40, 104]","[50, 102]","[60, 115]"
"[30, 123]","[40, 103]","[50, 102]","[60, 115]"
"[30, 127]","[40, 101]","[50, 98]","[60, 109]"
"[30, 124]","[40, 105]","[50, 99]","[60, 114]"
"[30, 123]","[40, 104]","[50, 102]","[60, 115]"
"[30, 125]","[40, 101]","[50, 100]","[60, 112]"
"[30, 125]","[40, 105]","[50, 100]","[60, 114]"
"[30, 123]","[40, 106]","[50, 100]","[60, 114]"
"[30, 126]","[40, 101]","[50, 99]","[60, 110]"
"[30, 121]","[40, 101]","[50, 103]","[60, 115]"
"[30, 121]","[40, 104]","[50, 99]","[60, 111]"
"[30, 129]","[40, 103]","[50, 102]","[60, 114]"
"[30, 124]","[40, 105]","[50, 101]","[60, 113]"
"[30, 122]","[40, 104]","[50, 102]","[60, 114]"
"[30, 129]","[40, 104]","[50, 100]","[60, 110]"
"[30, 128]","[40, 101]","[50, 103]","[60, 113]"
"[30, 125]","[40, 101]","[50, 101]","[60, 115]"
"[30, 123]","[40, 106]","[50, 103]","[60, 110]"
"[30, 118]","[40, 103]","[50, 104]","[60, 112]"
"[30, 128]","[40, 102]","[50, 100]","[60, 113]"
"[30, 128]","[40, 105]","[50, 95]","[60, 111]"
"[30, 125]","[40, 102]","[50, 100]","[60, 114]"
"[30, 125]","[40, 103]","[50, 103]","[60, 114]"
"[30, 126]","[40, 105]","[50, 101]","[60, 112]"
"[30, 124]","[40, 107]","[50, 102]","[60, 113]"
"[30, 127]","[40, 104]","[50, 103]","[60, 112]"
"[30, 124]","[40, 102]","[50, 100]","[60, 114]"
"[30, 120]","[40, 101]","[50, 99]","[60, 113]"
"[30, 124]","[40, 104]","[50, 101]","[60, 112]"
"[30, 117]","[40, 104]","[50, 101]","[60, 114]"
"[30, 124]","[40, 104]","[50, 100]","[60, 112]"
"[30, 124]","[40, 103]","[50, 100]","[60, 115]"
"[30, 126]","[40, 104]","[50, 100]","[60, 113]"
"[30, 118]","[40, 102]","[50, 101]","[60, 116]"
"[30, 121]","[40, 102]","[50, 102]","[60, 116]"
"[30, 128]","[40, 105]","[50, 102]","[60, 116]"
"[30, 122]","[40, 102]","[50, 102]","[60, 114]"
"[30, 122]","[40, 104]","[50, 99]","[60, 110]"
"[30, 127]","[40, 107]","[50, 100]","[60, 114]"
"[30, 126]","[40, 104]","[50, 99]","[60, 114]"
"[30, 122]","[40, 102]","[50, 101]","[60, 114]"
"[30, 125]","[40, 104]","[50, 98]","[60, 112]"
"[30, 123]","[40, 103]","[50, 103]","[60, 114]"
"[30, 122]","[40, 101]","[50, 101]","[60, 114]"
"[30, 123]","[40, 104]","[50, 100]","[60, 118]"
"[30, 127]","[40, 103]","[50, 99]","[60, 108]"
"[30, 127]","[40, 106]","[50, 101]","[60, 111]"
"[30, 123]","[40, 103]","[50, 104]","[60, 113]"
"[30, 126]","[40, 107]","[50, 103]","[60, 112]"
"[30, 123]","[40, 102]","[50, 103]","[60, 111]"
"[30, 121]","[40, 103]","[50, 101]","[60, 115]"
"[30, 120]","[40, 107]","[50, 101]","[60, 114]"
"[30, 126]","[40, 104]","[50, 104]","[60, 112]"
"[30, 122]","[40, 101]","[50, 99]","[60, 117]"
"[30, 121]","[40, 103]","[50, 101]","[60, 109]"
"[30, 126]","[40, 105]","[50, 100]","[60, 114]"
"[30, 125]","[40, 99]","[50, 102]","[60, 115]"
"[30, 131]","[40, 103]","[50, 103]","[60, 113]"
"[30, 130]","[40, 102]","[50, 101]","[60, 112]"
"[30, 122]","[40, 105]","[50, 99]","[60, 113]"
"[30, 126]","[40, 106]","[50, 102]","[60, 111]"
"[30, 131]","[40, 103]","[50, 103]","[60, 112]"
"[30, 128]","[40, 103]","[50, 98]","[60, 114]"
"[30, 123]","[40, 101]","[50, 101]","[60, 114]"
"[30, 127]","[40, 106]","[50, 102]","[60, 113]"
"[30, 125]","[40, 104]","[50, 100]","[60, 115]"
"[30, 127]","[40, 103]","[50, 104]","[60, 113]"
"[30, 121]","[40, 107]","[50, 102]","[60, 114]"
"[30, 122]","[40, 101]","[50, 102]","[60, 112]"
"[30, 124]","[40, 103]","[50, 101]","[60, 113]"
"[30, 126]","[40, 103]","[50, 104]","[60, 110]"
"[30, 125]","[40, 101]","[50, 101]","[60, 113]"
