"[48.5349127006908, 121.91207604914077]"
"[48.5349127006908, 121.91207604914077]"
"[39.97029303981668, 108.9894833166422]"
"[48.50410431577968, 124.92216329679748]"
"[48.405254905116706, 122.90428953432513]"
"[48.651654198002035, 119.91420971371055]"
"[48.60572558779139, 121.91871477870856]"
"[48.93429968642833, 116.92755352923146]"
"[48.68672701874406, 116.9038594368885]"
"[48.74586899931504, 118.9186572272841]"
"[43.62703394087231, 120.34129998655466]"
"[48.640797763517085, 121.92198760097972]"
"[48.5831891486085, 122.92094585524376]"
"[48.74477110956469, 121.93162970843863]"
"[43.72561717353185, 119.34549420497872]"
"[43.51694547947191, 120.32627067441703]"
"[43.590504057169476, 120.33632428684142]"
"[44.76251077749596, 106.3210760086991]"
"[48.66376788812877, 120.91977649658774]"
"[48.67567904574231, 121.92523197536094]"
"[48.54803161696476, 122.91767537962274]"
"[43.940632361536785, 119.37461710083839]"
"[44.86220757223999, 105.32476215552975]"
"[48.512672794864685, 122.91437594784252]"
"[43.83383553745748, 119.36020185096801]"
"[44.607305059148274, 107.31459051051802]"
"[48.52592747815528, 123.91992639218182]"
"[44.618594421653114, 110.3188242830633]"
"[43.5768238907295, 122.35269425379192]"
"[48.74586899931504, 118.9186572272841]"
"[44.66082985692849, 107.31726687168602]"
"[44.690200367069565, 108.3199359677759]"
"[44.7133048102954, 107.319864920882]"
"[48.791836150543205, 119.92739333472818]"
"[48.34153366883507, 125.91140797011288]"
"[48.74477110956469, 121.93162970843863]"
"[48.512672794864685, 122.91437594784252]"
"[40.06193008979146, 107.99369086727935]"
"[48.69877799191376, 120.9230535428779]"
"[43.52888637163521, 121.33715391871503]"
"[40.08968519635429, 110.004491547489]"
"[48.69877799191376, 120.9230535428779]"
"[48.85044955227125, 118.92850804139364]"
"[43.761846064787576, 119.35042883925476]"
"[48.616066512702766, 119.91083585467474]"
"[48.57043078791275, 121.9154110335113]"
"[40.06007574108379, 110.00182001097627]"
"[48.512672794864685, 122.91437594784252]"
"[48.54803161696476, 122.91767537962274]"
"[48.829533009573844, 116.91759135001905]"
"[44.76251077749596, 106.3210760086991]"
"[48.62854504028806, 120.91646907934725]"
"[48.69877799191376, 120.9230535428779]"
"[48.58025160508042, 119.90743032157808]"
"[48.71058127142323, 118.91531247930577]"
"[43.39437302110189, 122.32806566597878]"
"[39.93953200670507, 107.98235728001872]"
"[39.84676627320216, 108.97804524256703]"
"[48.512672794864685, 122.91437594784252]"
"[44.79011814858639, 107.3236210304771]"
"[44.592279144713736, 110.31753738306993]"
"[44.68719972562189, 107.31857551640005]"
"[48.50410431577968, 124.92216329679748]"
"[48.722175206446344, 119.92086222356055]"
"[48.3757356568533, 120.89242730260997]"
"[48.62854504028806, 120.91646907934725]"
"[43.590504057169476, 120.33632428684142]"
"[44.79011814858639, 107.3236210304771]"
