"[30, 150]","[40, 136]","[50, 131]","[60, 143]","[70, 169]"
"[30, 147]","[40, 133]","[50, 133]","[60, 141]","[70, 170]"
"[30, 144]","[40, 134]","[50, 129]","[60, 138]","[70, 167]"
"[30, 145]","[40, 134]","[50, 130]","[60, 138]","[70, 176]"
"[30, 146]","[40, 132]","[50, 128]","[60, 146]","[70, 172]"
"[30, 142]","[40, 134]","[50, 130]","[60, 145]","[70, 182]"
"[30, 145]","[40, 137]","[50, 128]","[60, 137]","[70, 174]"
"[30, 150]","[40, 131]","[50, 129]","[60, 137]","[70, 172]"
"[30, 153]","[40, 136]","[50, 134]","[60, 140]","[70, 171]"
"[30, 147]","[40, 128]","[50, 129]","[60, 142]","[70, 169]"
"[30, 146]","[40, 132]","[50, 130]","[60, 142]","[70, 175]"
"[30, 150]","[40, 133]","[50, 133]","[60, 138]","[70, 171]"
"[30, 145]","[40, 134]","[50, 133]","[60, 138]","[70, 169]"
"[30, 153]","[40, 132]","[50, 131]","[60, 141]","[70, 177]"
"[30, 145]","[40, 133]","[50, 126]","[60, 140]","[70, 180]"
"[30, 149]","[40, 132]","[50, 133]","[60, 143]","[70, 176]"
"[30, 148]","[40, 136]","[50, 128]","[60, 140]","[70, 173]"
"[30, 142]","[40, 134]","[50, 130]","[60, 139]","[70, 176]"
"[30, 149]","[40, 132]","[50, 134]","[60, 139]","[70, 176]"
"[30, 152]","[40, 135]","[50, 131]","[60, 136]","[70, 170]"
"[30, 145]","[40, 135]","[50, 132]","[60, 139]","[70, 174]"
"[30, 151]","[40, 135]","[50, 127]","[60, 137]","[70, 179]"
"[30, 147]","[40, 133]","[50, 131]","[60, 140]","[70, 174]"
"[30, 147]","[40, 131]","[50, 129]","[60, 140]","[70, 177]"
"[30, 151]","[40, 133]","[50, 131]","[60, 143]","[70, 176]"
"[30, 149]","[40, 134]","[50, 129]","[60, 142]","[70, 171]"
"[30, 145]","[40, 132]","[50, 128]","[60, 139]","[70, 173]"
"[30, 142]","[40, 133]","[50, 130]","[60, 143]","[70, 176]"
"[30, 146]","[40, 133]","[50, 133]","[60, 143]","[70, 175]"
"[30, 145]","[40, 135]","[50, 132]","[60, 139]","[70, 174]"
"[30, 147]","[40, 133]","[50, 124]","[60, 139]","[70, 174]"
"[30, 149]","[40, 135]","[50, 130]","[60, 139]","[70, 167]"
"[30, 155]","[40, 132]","[50, 133]","[60, 140]","[70, 179]"
"[30, 152]","[40, 136]","[50, 131]","[60, 139]","[70, 180]"
"[30, 148]","[40, 136]","[50, 131]","[60, 145]","[70, 175]"
"[30, 148]","[40, 132]","[50, 130]","[60, 142]","[70, 179]"
"[30, 145]","[40, 132]","[50, 129]","[60, 141]","[70, 177]"
"[30, 148]","[40, 136]","[50, 130]","[60, 139]","[70, 173]"
"[30, 144]","[40, 132]","[50, 129]","[60, 141]","[70, 170]"
"[30, 141]","[40, 134]","[50, 128]","[60, 137]","[70, 177]"
"[30, 149]","[40, 134]","[50, 131]","[60, 139]","[70, 179]"
"[30, 148]","[40, 136]","[50, 128]","[60, 139]","[70, 177]"
"[30, 147]","[40, 130]","[50, 133]","[60, 139]","[70, 166]"
"[30, 147]","[40, 132]","[50, 131]","[60, 140]","[70, 171]"
"[30, 146]","[40, 136]","[50, 135]","[60, 143]","[70, 174]"
"[30, 143]","[40, 134]","[50, 133]","[60, 135]","[70, 175]"
"[30, 144]","[40, 132]","[50, 129]","[60, 139]"
"[30, 143]","[40, 133]","[50, 132]","[60, 137]","[70, 174]"
"[30, 146]","[40, 135]","[50, 132]","[60, 136]","[70, 175]"
"[30, 149]","[40, 135]","[50, 134]","[60, 141]","[70, 173]"
"[30, 150]","[40, 132]","[50, 126]","[60, 138]","[70, 176]"
"[30, 148]","[40, 130]","[50, 130]","[60, 137]","[70, 172]"
"[30, 144]","[40, 137]","[50, 127]","[60, 138]","[70, 168]"
"[30, 146]","[40, 129]","[50, 134]","[60, 141]","[70, 178]"
"[30, 142]","[40, 134]","[50, 131]","[60, 140]","[70, 170]"
"[30, 148]","[40, 130]","[50, 129]","[60, 138]","[70, 173]"
"[30, 142]","[40, 134]","[50, 132]","[60, 140]","[70, 166]"
"[30, 149]","[40, 134]","[50, 129]","[60, 139]","[70, 169]"
"[30, 148]","[40, 133]","[50, 130]","[60, 138]","[70, 171]"
"[30, 147]","[40, 137]","[50, 134]","[60, 139]","[70, 176]"
"[30, 145]","[40, 134]","[50, 132]","[60, 143]","[70, 173]"
"[30, 149]","[40, 131]","[50, 132]","[60, 141]","[70, 175]"
"[30, 147]","[40, 137]","[50, 135]","[60, 137]","[70, 160]"
"[30, 148]","[40, 138]","[50, 129]","[60, 141]","[70, 173]"
"[30, 145]","[40, 133]","[50, 131]","[60, 136]","[70, 176]"
"[30, 148]","[40, 135]","[50, 131]","[60, 140]","[70, 176]"
"[30, 148]","[40, 128]","[50, 129]","[60, 139]","[70, 177]"
"[30, 150]","[40, 135]","[50, 133]","[60, 142]","[70, 176]"
"[30, 144]","[40, 131]","[50, 131]","[60, 139]","[70, 178]"
"[30, 150]","[40, 127]","[50, 131]","[60, 138]","[70, 172]"
"[30, 143]","[40, 128]","[50, 131]","[60, 142]","[70, 166]"
"[30, 152]","[40, 132]","[50, 129]","[60, 140]","[70, 170]"
"[30, 146]","[40, 136]","[50, 133]","[60, 142]","[70, 174]"
"[30, 151]","[40, 129]","[50, 129]","[60, 142]","[70, 178]"
"[30, 150]","[40, 129]","[50, 130]","[60, 142]","[70, 172]"
"[30, 145]","[40, 133]","[50, 129]","[60, 134]","[70, 169]"
"[30, 153]","[40, 136]","[50, 129]","[60, 136]","[70, 176]"
"[30, 149]","[40, 133]","[50, 130]","[60, 139]","[70, 173]"
"[30, 153]","[40, 134]","[50, 128]","[60, 139]","[70, 176]"
"[30, 148]","[40, 135]","[50, 128]","[60, 139]","[70, 177]"
"[30, 145]","[40, 132]","[50, 134]","[60, 134]","[70, 168]"
"[30, 151]","[40, 136]","[50, 127]","[60, 139]","[70, 173]"
"[30, 145]","[40, 135]","[50, 131]","[60, 141]","[70, 175]"
