"[10, 71]","[20, 21]","[30, 30]","[50, 49]","[60, 26]","[70, 31]"
"[10, 72]","[20, 23]","[30, 32]","[50, 46]","[60, 24]","[70, 33]"
"[10, 66]","[20, 24]","[30, 30]","[50, 54]","[60, 23]","[70, 33]"
"[10, 69]","[20, 22]","[30, 31]","[50, 41]","[60, 22]","[70, 31]"
"[10, 71]","[20, 21]","[30, 30]","[50, 46]","[60, 24]","[70, 33]"
"[10, 73]","[20, 22]","[30, 31]","[50, 47]","[60, 22]","[70, 35]"
"[10, 72]","[20, 22]","[30, 29]","[50, 46]","[60, 23]","[70, 36]"
"[10, 70]","[20, 23]","[30, 30]","[50, 47]","[60, 23]","[70, 33]"
"[10, 71]","[20, 22]","[30, 29]","[50, 47]","[60, 24]","[70, 31]"
"[10, 67]","[20, 22]","[30, 30]","[50, 48]","[60, 24]","[70, 32]"
"[10, 72]","[20, 22]","[30, 30]","[50, 44]","[60, 24]","[70, 35]"
"[10, 67]","[20, 22]","[30, 30]","[50, 48]","[60, 24]","[70, 31]"
"[10, 68]","[20, 24]","[30, 30]","[50, 44]","[60, 25]","[70, 34]"
"[10, 74]","[20, 22]","[30, 30]","[50, 49]","[60, 24]","[70, 32]"
"[10, 64]","[20, 23]","[30, 32]","[50, 46]","[60, 23]","[70, 33]"
"[10, 65]","[20, 21]","[30, 31]","[50, 45]","[60, 21]","[70, 33]"
"[10, 72]","[20, 21]","[30, 29]","[50, 46]","[60, 23]","[70, 32]"
"[10, 61]","[20, 21]","[30, 31]","[50, 43]","[60, 24]","[70, 34]"
"[10, 72]","[20, 21]","[30, 29]","[50, 53]","[60, 23]","[70, 33]"
"[10, 65]","[20, 23]","[30, 32]","[50, 43]","[60, 24]","[70, 34]"
"[10, 68]","[20, 22]","[30, 33]","[50, 46]","[60, 23]","[70, 30]"
"[10, 68]","[20, 23]","[30, 31]","[50, 45]","[60, 21]","[70, 32]"
"[10, 63]","[20, 22]","[30, 31]","[50, 48]","[60, 24]","[70, 34]"
"[10, 67]","[20, 22]","[30, 29]","[50, 45]","[60, 23]","[70, 31]"
"[10, 69]","[20, 22]","[30, 27]","[50, 48]","[60, 24]","[70, 31]"
"[10, 67]","[20, 22]","[30, 32]","[50, 46]","[60, 22]","[70, 35]"
"[10, 63]","[20, 23]","[30, 32]","[50, 47]","[60, 24]","[70, 34]"
"[10, 66]","[20, 21]","[30, 30]","[50, 46]","[60, 24]","[70, 35]"
"[10, 70]","[20, 21]","[30, 31]","[50, 48]","[60, 23]","[70, 33]"
"[10, 67]","[20, 23]","[30, 30]","[50, 49]","[60, 24]","[70, 33]"
"[10, 65]","[20, 21]","[30, 30]","[50, 47]","[60, 22]","[70, 32]"
"[10, 63]","[20, 24]","[30, 29]","[50, 47]","[60, 24]","[70, 33]"
"[10, 70]","[20, 22]","[30, 29]","[50, 43]","[60, 25]","[70, 32]"
"[10, 70]","[20, 24]","[30, 30]","[50, 46]","[60, 22]","[70, 31]"
"[10, 71]","[20, 23]","[30, 29]","[50, 46]","[60, 24]","[70, 31]"
"[10, 66]","[20, 21]","[30, 31]","[50, 48]","[60, 23]","[70, 34]"
"[10, 68]","[20, 20]","[30, 31]","[50, 49]","[60, 22]","[70, 32]"
"[10, 71]","[20, 22]","[30, 31]","[50, 48]","[60, 23]","[70, 33]"
"[10, 73]","[20, 24]","[30, 30]","[50, 45]","[60, 24]","[70, 34]"
"[10, 71]","[20, 23]","[30, 30]","[50, 45]","[60, 23]","[70, 31]"
"[10, 69]","[20, 22]","[30, 30]","[50, 47]","[60, 24]","[70, 32]"
"[10, 69]","[20, 23]","[30, 31]","[50, 47]","[60, 24]","[70, 33]"
"[10, 70]","[20, 21]","[30, 29]","[50, 43]","[60, 23]","[70, 34]"
"[10, 69]","[20, 21]","[30, 30]","[50, 46]","[60, 24]","[70, 34]"
"[10, 67]","[20, 21]","[30, 31]","[50, 47]","[60, 24]","[70, 31]"
"[10, 72]","[20, 21]","[30, 29]","[50, 45]","[60, 24]","[70, 32]"
"[10, 66]","[20, 20]","[30, 29]","[50, 47]","[60, 22]","[70, 31]"
"[10, 72]","[20, 23]","[30, 32]","[50, 43]","[60, 24]","[70, 34]"
"[10, 69]","[20, 23]","[30, 30]","[50, 48]","[60, 24]","[70, 32]"
"[10, 67]","[20, 22]","[30, 33]","[50, 46]","[60, 23]","[70, 32]"
"[10, 69]","[20, 23]","[30, 32]","[50, 50]","[60, 25]","[70, 34]"
"[10, 68]","[20, 23]","[30, 31]","[50, 45]","[60, 23]","[70, 34]"
"[10, 69]","[20, 23]","[30, 31]","[50, 43]","[60, 25]","[70, 30]"
"[10, 71]","[20, 22]","[30, 29]","[50, 47]","[60, 21]","[70, 32]"
"[10, 68]","[20, 21]","[30, 30]","[50, 46]","[60, 24]","[70, 33]"
"[10, 71]","[20, 22]","[30, 27]","[50, 45]","[60, 23]","[70, 32]"
"[10, 69]","[20, 23]","[30, 31]","[50, 44]","[60, 24]","[70, 33]"
"[10, 64]","[20, 24]","[30, 29]","[50, 50]","[60, 23]","[70, 33]"
"[10, 73]","[20, 22]","[30, 28]","[50, 45]","[60, 24]","[70, 31]"
"[10, 67]","[20, 21]","[30, 28]","[50, 47]","[60, 23]","[70, 33]"
"[10, 68]","[20, 21]","[30, 30]","[50, 47]","[60, 21]","[70, 31]"
"[10, 71]","[20, 21]","[30, 29]","[50, 43]","[60, 22]","[70, 33]"
"[10, 70]","[20, 22]","[30, 31]","[50, 48]","[60, 23]","[70, 32]"
"[10, 70]","[20, 21]","[30, 30]","[50, 51]","[60, 23]","[70, 35]"
"[10, 64]","[20, 23]","[30, 30]","[50, 45]","[60, 23]","[70, 34]"
"[10, 68]","[20, 19]","[30, 28]","[50, 45]","[60, 23]","[70, 34]"
"[10, 72]","[20, 21]","[30, 31]","[50, 44]","[60, 24]","[70, 33]"
"[10, 61]","[20, 21]","[30, 29]","[50, 46]","[60, 24]","[70, 33]"
"[10, 67]","[20, 22]","[30, 28]","[50, 43]","[60, 23]","[70, 34]"
"[10, 69]","[20, 23]","[30, 32]","[50, 47]","[60, 23]","[70, 33]"
"[10, 65]","[20, 24]","[30, 30]","[50, 45]","[60, 23]","[70, 34]"
"[10, 66]","[20, 22]","[30, 31]","[50, 44]","[60, 23]","[70, 34]"
"[10, 67]","[20, 23]","[30, 29]","[50, 48]","[60, 24]","[70, 36]"
"[10, 67]","[20, 23]","[30, 31]","[50, 45]","[60, 23]","[70, 33]"
"[10, 74]","[20, 21]","[30, 30]","[50, 44]","[60, 23]","[70, 34]"
"[10, 65]","[20, 21]","[30, 29]","[50, 45]","[60, 23]","[70, 35]"
"[10, 66]","[20, 22]","[30, 29]","[50, 47]","[60, 24]","[70, 33]"
"[10, 70]","[20, 22]","[30, 28]","[50, 49]","[60, 22]","[70, 33]"
"[10, 71]","[20, 21]","[30, 29]","[50, 50]","[60, 23]","[70, 36]"
"[10, 70]","[20, 22]","[30, 29]","[50, 45]","[60, 22]","[70, 32]"
"[10, 74]","[20, 22]","[30, 33]","[50, 46]","[60, 23]","[70, 31]"
"[10, 67]","[20, 23]","[30, 30]","[50, 41]","[60, 22]","[70, 34]"
"[10, 74]","[20, 21]","[30, 31]","[50, 47]","[60, 23]","[70, 34]"
"[10, 72]","[20, 24]","[30, 29]","[50, 47]","[60, 23]","[70, 32]"
"[10, 69]","[20, 23]","[30, 27]","[50, 45]","[60, 24]","[70, 36]"
"[10, 71]","[20, 23]","[30, 31]","[50, 45]","[60, 23]","[70, 32]"
"[10, 68]","[20, 23]","[30, 30]","[50, 49]","[60, 23]","[70, 35]"
"[10, 67]","[20, 23]","[30, 29]","[50, 46]","[60, 23]","[70, 33]"
"[10, 71]","[20, 24]","[30, 33]","[50, 49]","[60, 22]","[70, 34]"
"[10, 64]","[20, 23]","[30, 31]","[50, 44]","[60, 23]","[70, 33]"
"[10, 71]","[20, 21]","[30, 31]","[50, 45]","[60, 24]","[70, 33]"
"[10, 66]","[20, 23]","[30, 28]","[50, 47]","[60, 21]","[70, 33]"
"[10, 69]","[20, 23]","[30, 29]","[50, 42]","[60, 21]","[70, 33]"
"[10, 69]","[20, 20]","[30, 31]","[50, 45]","[60, 24]","[70, 32]"
"[10, 76]","[20, 23]","[30, 29]","[50, 47]","[60, 23]","[70, 30]"
"[10, 68]","[20, 22]","[30, 32]","[50, 48]","[60, 22]","[70, 34]"
"[10, 68]","[20, 23]","[30, 29]","[50, 47]","[60, 24]","[70, 36]"
"[10, 68]","[20, 22]","[30, 32]","[50, 46]","[60, 22]","[70, 33]"
"[10, 71]","[20, 21]","[30, 30]","[50, 46]","[60, 25]","[70, 34]"
"[10, 73]","[20, 22]","[30, 30]","[50, 47]","[60, 24]","[70, 33]"
"[10, 72]","[20, 21]","[30, 29]","[50, 45]","[60, 24]","[70, 33]"
"[10, 70]","[20, 20]","[30, 29]","[50, 47]","[60, 23]","[70, 34]"
"[10, 66]","[20, 22]","[30, 32]","[50, 46]","[60, 23]","[70, 33]"
"[10, 67]","[20, 23]","[30, 30]","[50, 46]","[60, 24]","[70, 32]"
"[10, 68]","[20, 24]","[30, 29]","[50, 47]","[60, 24]","[70, 32]"
"[10, 70]","[20, 23]","[30, 30]","[50, 47]","[60, 23]","[70, 34]"
"[10, 69]","[20, 22]","[30, 31]","[50, 48]","[60, 23]","[70, 35]"
"[10, 66]","[20, 22]","[30, 31]","[50, 51]","[60, 24]","[70, 32]"
"[10, 72]","[20, 22]","[30, 30]","[50, 43]","[60, 23]","[70, 32]"
"[10, 70]","[20, 21]","[30, 28]","[50, 48]","[60, 25]","[70, 35]"
"[10, 69]","[20, 23]","[30, 27]","[50, 47]","[60, 23]","[70, 33]"
"[10, 75]","[20, 22]","[30, 29]","[50, 47]","[60, 23]","[70, 32]"
"[10, 72]","[20, 22]","[30, 30]","[50, 47]","[60, 24]","[70, 33]"
"[10, 71]","[20, 22]","[30, 30]","[50, 50]","[60, 22]","[70, 34]"
