"[0, 104]","[10, 100]","[20, 93]","[30, 98]","[40, 106]","[50, 97]","[60, 97]","[70, 123]","[80, 107]"
"[0, 100]","[10, 105]","[20, 93]","[30, 97]","[40, 105]","[50, 94]","[60, 99]","[70, 127]","[80, 104]"
"[0, 109]","[10, 105]","[20, 95]","[30, 96]","[40, 107]","[50, 97]","[60, 102]","[70, 125]","[80, 107]"
"[0, 104]","[10, 101]","[20, 95]","[30, 97]","[40, 110]","[50, 98]","[60, 102]","[70, 127]","[80, 101]"
"[0, 107]","[10, 100]","[20, 95]","[30, 95]","[40, 109]","[50, 97]","[60, 103]","[70, 132]","[80, 102]"
"[0, 103]","[10, 99]","[20, 94]","[30, 98]","[40, 108]","[50, 95]","[60, 103]","[70, 126]","[80, 107]"
"[0, 103]","[10, 102]","[20, 95]","[30, 96]","[40, 105]","[50, 96]","[60, 101]","[70, 124]","[80, 107]"
"[0, 109]","[10, 100]","[20, 97]","[30, 97]","[40, 106]","[50, 99]","[60, 103]","[70, 130]","[80, 106]"
"[0, 103]","[10, 103]","[20, 99]","[30, 96]","[40, 107]","[50, 97]","[60, 100]","[70, 122]","[80, 102]"
"[0, 100]","[10, 102]","[20, 95]","[30, 98]","[40, 110]","[50, 97]","[60, 102]","[70, 128]","[80, 107]"
"[0, 110]","[10, 101]","[20, 96]","[30, 97]","[40, 110]","[50, 95]","[60, 101]","[70, 119]","[80, 110]"
"[0, 100]","[10, 101]","[20, 98]","[30, 100]","[40, 106]","[50, 92]","[60, 103]","[70, 124]","[80, 108]"
"[0, 108]","[10, 102]","[20, 98]","[30, 97]","[40, 106]","[50, 98]","[60, 103]","[70, 126]","[80, 98]"
"[0, 106]","[10, 99]","[20, 96]","[30, 95]","[40, 109]","[50, 100]","[60, 99]","[70, 127]","[80, 105]"
"[0, 99]","[10, 98]","[20, 96]","[30, 97]","[40, 106]","[50, 94]","[60, 99]","[70, 127]","[80, 102]"
"[0, 97]","[10, 99]","[20, 97]","[30, 96]","[40, 109]","[50, 96]","[60, 104]","[70, 123]","[80, 105]"
"[0, 105]","[10, 100]","[20, 96]","[30, 93]","[40, 107]","[50, 92]","[60, 102]","[70, 126]","[80, 110]"
"[0, 104]","[10, 104]","[20, 93]","[30, 96]","[40, 104]","[50, 97]","[60, 99]","[70, 130]","[80, 107]"
"[0, 103]","[10, 101]","[20, 95]","[30, 91]","[40, 107]","[50, 93]","[60, 99]","[70, 130]","[80, 108]"
"[0, 107]","[10, 102]","[20, 96]","[30, 98]","[40, 111]","[50, 98]","[60, 101]","[70, 131]","[80, 105]"
"[0, 101]","[10, 100]","[20, 94]","[30, 95]","[40, 108]","[50, 98]","[60, 104]","[70, 123]","[80, 103]"
"[0, 100]","[10, 100]","[20, 92]","[30, 96]","[40, 107]","[50, 96]","[60, 101]","[70, 125]","[80, 106]"
"[0, 106]","[10, 100]","[20, 95]","[30, 95]","[40, 108]","[50, 95]","[60, 105]","[70, 122]","[80, 108]"
"[0, 101]","[10, 100]","[20, 92]","[30, 99]","[40, 107]","[50, 99]","[60, 102]","[70, 124]","[80, 104]"
"[0, 106]","[10, 98]","[20, 95]","[30, 95]","[40, 108]","[50, 98]","[60, 101]","[70, 122]","[80, 99]"
"[0, 106]","[10, 99]","[20, 94]","[30, 96]","[40, 105]","[50, 98]","[60, 102]","[70, 123]","[80, 107]"
"[0, 108]","[10, 102]","[20, 98]","[30, 95]","[40, 111]","[50, 95]","[60, 103]","[70, 123]","[80, 108]"
"[0, 107]","[10, 102]","[20, 95]","[30, 96]","[40, 105]","[50, 96]","[60, 101]","[70, 128]","[80, 110]"
"[0, 108]","[10, 101]","[20, 100]","[30, 97]","[40, 106]","[50, 96]","[60, 101]","[70, 124]","[80, 104]"
"[0, 108]","[10, 100]","[20, 94]","[30, 99]","[40, 108]","[50, 96]","[60, 104]","[70, 122]","[80, 106]"
"[0, 107]","[10, 97]","[20, 96]","[30, 97]","[40, 104]","[50, 98]","[60, 101]","[70, 123]","[80, 107]"
"[0, 106]","[10, 101]","[20, 94]","[30, 95]","[40, 106]","[50, 97]","[60, 98]","[70, 123]","[80, 107]"
"[0, 103]","[10, 99]","[20, 93]","[30, 97]","[40, 106]","[50, 92]","[60, 102]","[70, 130]","[80, 106]"
"[0, 100]","[10, 103]","[20, 97]","[30, 96]","[40, 106]","[50, 93]","[60, 101]","[70, 127]","[80, 112]"
"[0, 102]","[10, 101]","[20, 95]","[30, 97]","[40, 107]","[50, 96]","[60, 104]","[70, 125]","[80, 109]"
"[0, 104]","[10, 98]","[20, 91]","[30, 97]","[40, 107]","[50, 95]","[60, 102]","[70, 122]","[80, 103]"
"[0, 105]","[10, 101]","[20, 93]","[30, 94]","[40, 104]","[50, 95]","[60, 103]","[70, 126]","[80, 109]"
"[0, 101]","[10, 100]","[20, 96]","[30, 97]","[40, 106]","[50, 98]","[60, 102]","[70, 123]","[80, 103]"
"[0, 107]","[10, 100]","[20, 97]","[30, 95]","[40, 109]","[50, 93]","[60, 105]","[70, 117]","[80, 108]"
"[0, 104]","[10, 100]","[20, 95]","[30, 94]","[40, 107]","[50, 97]","[60, 102]","[70, 125]","[80, 110]"
