"[0, 108]","[10, 68]","[20, 50]","[30, 56]","[40, 48]","[50, 55]","[60, 113]"
"[10, 67]","[20, 50]","[30, 55]","[40, 49]","[50, 56]","[60, 113]"
"[10, 64]","[20, 49]","[30, 57]","[40, 49]","[50, 55]","[60, 107]"
"[10, 62]","[20, 49]","[30, 56]","[40, 47]","[50, 56]","[60, 114]"
"[10, 66]","[20, 53]","[30, 56]","[40, 49]","[50, 54]","[60, 112]"
"[0, 104]","[10, 66]","[20, 50]","[30, 56]","[40, 46]","[50, 54]","[60, 107]"
"[0, 102]","[10, 65]","[20, 50]","[30, 58]","[40, 47]","[50, 54]","[60, 111]"
"[0, 105]","[10, 66]","[20, 51]","[30, 56]","[40, 48]","[50, 54]","[60, 109]"
"[0, 107]","[10, 63]","[20, 51]","[30, 55]","[40, 48]","[50, 56]","[60, 116]"
"[10, 67]","[20, 51]","[30, 56]","[40, 46]","[50, 55]","[60, 108]"
"[0, 100]","[10, 66]","[20, 51]","[30, 55]","[40, 48]","[50, 54]","[60, 116]"
"[0, 103]","[10, 67]","[20, 48]","[30, 58]","[40, 47]","[50, 53]","[60, 108]"
"[10, 65]","[20, 51]","[30, 57]","[40, 48]","[50, 54]","[60, 112]"
"[10, 66]","[20, 51]","[30, 57]","[40, 49]","[50, 56]","[60, 110]"
"[10, 64]","[20, 50]","[30, 55]","[40, 51]","[50, 55]","[60, 112]"
"[10, 67]","[20, 50]","[30, 56]","[40, 48]","[50, 55]","[60, 115]"
"[0, 102]","[10, 65]","[20, 50]","[30, 56]","[40, 47]","[50, 53]","[60, 108]"
"[0, 107]","[10, 66]","[20, 45]","[30, 55]","[40, 48]","[50, 54]","[60, 115]"
"[10, 67]","[20, 51]","[30, 57]","[40, 48]","[50, 54]","[60, 116]"
"[0, 107]","[10, 65]","[20, 49]","[30, 56]","[40, 46]","[50, 58]","[60, 109]"
"[10, 69]","[20, 50]","[30, 55]","[40, 48]","[50, 55]","[60, 112]"
"[10, 64]","[20, 50]","[30, 57]","[40, 47]","[50, 57]","[60, 109]"
"[0, 101]","[10, 64]","[20, 50]","[30, 54]","[40, 47]","[50, 54]","[60, 111]"
"[10, 66]","[20, 51]","[30, 55]","[40, 49]","[50, 57]","[60, 111]"
"[0, 102]","[10, 66]","[20, 50]","[30, 55]","[40, 49]","[50, 53]","[60, 106]"
"[10, 64]","[20, 51]","[30, 55]","[40, 48]","[50, 53]","[60, 107]"
"[10, 65]","[20, 48]","[30, 55]","[40, 49]","[50, 54]","[60, 122]"
"[10, 68]","[20, 50]","[30, 55]","[40, 49]","[50, 55]","[60, 114]"
"[10, 67]","[20, 53]","[30, 56]","[40, 48]","[50, 55]","[60, 116]"
"[10, 66]","[20, 52]","[30, 52]","[40, 48]","[50, 55]","[60, 110]"
"[10, 68]","[20, 50]","[30, 58]","[40, 48]","[50, 54]","[60, 117]"
"[0, 101]","[10, 66]","[20, 53]","[30, 55]","[40, 48]","[50, 56]","[60, 109]"
