"[22.117414595211898, 94.77771743411076]","[66.15080999636277, 103.74400530194481]"
"[45.894297376117656, 81.61007015521876]"
"[21.817670520776133, 98.79071521795144]","[71.69147256399707, 102.83287575677055]"
"[22.095135185111282, 95.79101375571865]","[68.61030298012395, 90.73795954171506]"
"[22.019670712837282, 96.79416390109128]","[67.0008144018725, 101.88640714908159]"
"[22.332054997878274, 94.81796245961459]","[68.78105640986476, 89.75153375136678]"
"[21.94510931589402, 97.79735535425442]","[68.78105640986476, 89.75153375136678]"
"[17.828442234957343, 94.89427973135504]","[68.97222182353384, 86.75189196836783]"
"[22.171550433927155, 94.78791526834156]","[71.76073460641662, 104.87579137649918]"
"[22.126655198405228, 96.8139794255968]","[71.60550396111722, 104.84867777341596]"
"[21.94510931589402, 97.79735535425442]","[71.35534193189571, 103.78862762523707]"
"[21.709138131710944, 98.77067794233334]","[66.90158973124103, 101.8639580814538]"
"[21.911401423681443, 96.77398920162902]","[66.42632985936862, 102.7812462511997]"
"[17.145468021986712, 95.76049762836101]","[66.68044447248651, 102.83919925296236]"
"[21.986703828264826, 95.77068258878484]","[66.32315406125741, 102.75753120579296]"
"[17.400703336859515, 95.82104911139764]","[64.49911739875783, 88.09668056463138]"
"[21.47177068207386, 99.74370824300595]","[71.20658845071038, 106.80922318630185]"
"[21.709138131710944, 98.77067794233334]","[64.49603621803365, 87.080593045907]"
"[21.61701017460273, 97.73621735620893]","[64.19749016573624, 90.07432025916518]"
"[21.67251351496925, 97.7466405517394]","[71.65752696789004, 104.85778986758716]"
"[21.505038311826198, 97.71508978111946]","[71.53215255287004, 102.80438147387768]"
"[16.763960555962882, 98.75317208768104]","[64.23004871627, 88.04891331814507]"
"[21.871449364735362, 98.8005979469536]","[71.63866427447408, 102.82345963045272]"
"[21.61701017460273, 97.73621735620893]","[68.82690210748841, 89.75725254257696]"
"[17.350090396049463, 95.80910235948198]","[66.96939305188486, 98.8012838095225]"
"[21.527048861264408, 99.75396033063402]","[66.6701340055057, 100.78501799507293]"
"[21.837036710681467, 97.77734514325266]","[66.8734192137593, 100.83185891934616]"
"[21.2619963705723, 98.68682647830781]","[71.88577259192132, 100.83589272256972]"
"[16.65989448169364, 98.72862793748317]","[68.95042864130043, 88.76491110629517]"
"[16.649782112298254, 96.66990076817889]","[66.68044447248651, 102.83919925296236]"
"[21.691010262516077, 96.73253484437981]","[66.03144230684279, 104.74259278273001]"
"[21.765927324227906, 95.72889393754919]","[66.23815699862031, 104.78968140399478]"
"[16.587119083765167, 99.73885650370651]","[66.28929983745624, 104.80126394672493]"
"[21.654403253384935, 98.7605263145575]","[66.37485109089423, 102.76942561006162]"
"[16.86711850666204, 98.77738756321251]","[64.15253551118629, 90.06642223905644]"
"[16.748072127812822, 94.63535460132306]","[64.36572033046916, 88.07310500547294]"
"[22.17968753015856, 96.82375205827232]","[71.77830320044069, 103.8637197016307]"
"[21.72766748780045, 97.75696580600525]","[71.72646158124383, 103.85461132607489]"
"[21.798681471769516, 99.80387992986856]","[68.9050928773796, 88.75925605332364]"
"[21.94510931589402, 97.79735535425442]","[66.57944921117183, 102.81624529240827]"
"[21.837036710681467, 97.77734514325266]","[66.45930516460936, 103.81444100330366]"
"[22.171550433927155, 94.78791526834156]","[71.67429843045514, 103.84542312253788]"
"[21.40046693740453, 100.74750551973861]","[66.7306317457332, 102.85056647571732]"
"[21.432163501409644, 98.71898506784969]","[71.47843881225646, 102.79471912327163]"
"[21.92493860544155, 98.81039751798222]","[71.50054870986008, 104.83021120480308]"
"[21.709900025545515, 95.71820479862991]","[71.35534193189571, 103.78862762523707]"
"[21.344960073234056, 100.73724236939304]","[71.56919824974094, 103.8268179181977]"
"[21.505038311826198, 97.71508978111946]","[66.54182016656493, 104.85807691129824]"
"[21.876981589243822, 95.74998038822272]","[64.05375137099196, 89.03325061698287]"
"[21.782507806910925, 97.76720042133958]","[71.34090233982826, 104.80191112666598]"
"[21.505038311826198, 97.71508978111946]","[68.81330827159277, 88.74773474134521]"
"[21.455653893152668, 100.75767817970285]","[66.80153951748927, 101.84121898893913]"
"[21.72766748780045, 97.75696580600525]","[66.03144230684279, 104.74259278273001]"
"[17.326415748771577, 94.77558613471066]","[68.89242925533021, 87.74978274715644]"
"[21.27464611948692, 101.74115992087528]","[71.74398118851585, 102.84221066026049]"
"[16.94159192139899, 97.76764464273522]","[64.41043891732325, 88.08103054811843]"
"[22.04108964868658, 95.78089589530548]","[71.65576313833162, 101.81056861444723]"
"[18.172624600766998, 91.89324341417323]","[66.30603482293495, 103.7795669371031]"
"[16.937217707049527, 95.71055620792106]","[64.15950875329898, 91.08282661620002]"
"[21.765927324227906, 95.72889393754919]","[66.5286202289073, 102.80465405232191]"
"[21.599324690243716, 98.75027923061278]","[68.84611833813108, 87.74390835760977]"
"[21.561191737910978, 97.72570179029006]","[64.32075130972302, 88.06511025858812]"
"[21.599324690243716, 98.75027923061278]","[67.54408882951437, 97.90778596964535]"
"[21.36020038787828, 99.72291151390422]","[71.93817076381137, 100.84529245959625]"
"[21.67318798200447, 100.79747249440213]","[71.72646158124383, 103.85461132607489]"
"[22.019670712837282, 96.79416390109128]","[65.92676601818215, 104.7185837987687]"
"[21.89122754293871, 97.78739605361785]","[66.45930516460936, 103.81444100330366]"
"[22.171550433927155, 94.78791526834156]","[66.39093561719106, 104.82420791654955]"
"[21.801857137324593, 96.75345004986029]","[67.36984615328784, 98.89377452970221]"
"[21.522212139333526, 96.70043699513464]","[64.67240798088324, 87.11180971911101]"
"[21.837036710681467, 97.77734514325266]","[64.19093724992912, 89.05771182175074]"
"[21.63507738474496, 96.72193189550845]","[68.546137769855, 89.72185657964336]"
"[17.580156400563006, 94.83592730440235]","[71.56919824974094, 103.8268179181977]"
"[21.488224881146646, 98.72951283317695]","[66.34022013484066, 104.8127726733034]"
"[21.654403253384935, 98.7605263145575]","[66.20657627827859, 106.83246460630191]"
"[22.00815876097924, 94.75703751394424]","[68.48574657335229, 91.73017207812315]"
"[16.8381068131784, 97.74317981952831]","[71.53745105964525, 105.85195692632462]"
"[22.332054997878274, 94.81796245961459]","[66.13523942523864, 104.76629086132857]"
"[21.691010262516077, 96.73253484437981]","[66.44460376398922, 101.7592487240942]"
"[21.30393714260728, 99.7123850563478]","[66.30603482293495, 103.7795669371031]"
"[21.527048861264408, 99.75396033063402]","[64.3104473062486, 86.0310434480021]"
"[21.837036710681467, 97.77734514325266]","[64.15253551118629, 90.06642223905644]"
"[22.356397320914343, 93.80514761409299]","[63.92394435330736, 90.0259057838247]"
"[21.801857137324593, 96.75345004986029]","[71.86675831505826, 101.84835568240243]"
"[21.654403253384935, 98.7605263145575]","[71.20658845071038, 106.80922318630185]"
"[22.541243801951207, 92.82238083171151]","[71.63866427447408, 102.82345963045272]"
"[21.89758696906935, 94.73597597889112]","[72.1144691041306, 99.8609542783117]"
"[21.344960073234056, 100.73724236939304]","[71.58557451241757, 102.81396519749009]"
"[21.690975961432244, 99.78417781508016]","[66.15080999636277, 103.74400530194481]"
"[17.350090396049463, 95.80910235948198]","[71.78008515859977, 100.8168494491418]"
"[21.54393311246128, 98.73994144761379]","[64.37028870967976, 89.08936314554543]"
"[21.72766748780045, 97.75696580600525]","[66.03144230684279, 104.74259278273001]"
"[21.709900025545515, 95.71820479862991]","[66.84478815793585, 99.79899130776349]"
"[22.567571389416113, 93.84462113114137]","[68.7348390368756, 89.74574430158133]"
"[22.00815876097924, 94.75703751394424]","[66.64987491979495, 101.806552625362]"
"[22.051923197885547, 97.81701814671966]","[63.79489547589543, 91.01866341527762]"
"[17.25032926980964, 93.7286238727773]","[68.53298876632981, 91.73608949253723]"
"[21.89758696906935, 94.73597597889112]","[63.92394435330736, 90.0259057838247]"
"[21.782507806910925, 97.76720042133958]","[71.44764467164252, 104.82085971683921]"
"[17.017134508062135, 96.75789419004155]","[68.82690210748841, 89.75725254257696]"
"[17.45107826736873, 95.83292038134982]","[66.23815699862031, 104.78968140399478]"
"[21.432163501409644, 98.71898506784969]","[64.36572033046916, 88.07310500547294]"
"[22.171550433927155, 94.78791526834156]","[66.30603482293495, 103.7795669371031]"
"[17.55908603093513, 93.80302783470965]","[66.28929983745624, 104.80126394672493]"
"[21.47177068207386, 99.74370824300595]","[64.0997357925591, 89.04147403019243]"
"[22.04108964868658, 95.78089589530548]","[66.83037985644079, 102.87308300263601]"
"[22.14887206932545, 95.8010424410475]","[71.79620896660924, 102.85146810949412]"
"[21.932006869647736, 95.76037890409066]","[68.87237014979482, 89.76290110329582]"
"[21.432163501409644, 98.71898506784969]","[71.51618757468255, 103.8173933722176]"
"[21.416141617755283, 99.73335845556925]","[71.82983740352866, 103.872747010834]"
"[17.171476458695484, 94.73838192567175]","[68.57984620734257, 91.74193472565115]"
"[21.432163501409644, 98.71898506784969]","[64.36111538149908, 87.05646321719796]"
"[21.837036710681467, 97.77734514325266]","[71.55317106152081, 104.83948178290585]"
"[17.66019883553713, 93.8271592868676]","[68.64126783668567, 89.73394950240555]"
"[17.145571740169856, 93.70313467285413]","[64.40634717034963, 87.06457655918355]"
"[21.2619963705723, 98.68682647830781]","[71.4092761824552, 103.79830196521706]"
"[16.39572626744137, 98.66580041746941]","[66.56717346298987, 100.76112910570875]"
"[21.782507806910925, 97.76720042133958]","[64.36111538149908, 87.05646321719796]"
"[21.746598932965124, 96.7430400126909]","[66.22218787032678, 105.81123633455168]"
"[21.89122754293871, 97.78739605361785]","[64.19093724992912, 89.05771182175074]"
"[17.2992703341218, 95.7970739375807]","[66.54768714475154, 101.78306107313504]"
"[21.599324690243716, 98.75027923061278]","[66.63004643789898, 102.82775783931679]"
"[21.375783837778723, 98.70836374162712]","[66.25452583951036, 103.76779384361518]"
"[21.911401423681443, 96.77398920162902]","[64.19093724992912, 89.05771182175074]"
"[23.00254310455944, 87.82020812490933]","[71.64104833241262, 105.8699742487334]"
"[21.856801256808506, 96.7637681281403]","[68.64126783668567, 89.73394950240555]"
"[21.505038311826198, 97.71508978111946]","[71.34090233982826, 104.80191112666598]"
"[21.932006869647736, 95.76037890409066]","[68.78105640986476, 89.75153375136678]"
"[21.782507806910925, 97.76720042133958]","[66.12004265870267, 105.78823259500889]"
"[16.786026403603785, 97.73082392453632]","[66.23815699862031, 104.78968140399478]"
"[16.34221365747992, 98.65298602627092]","[68.57984620734257, 91.74193472565115]"
"[21.856801256808506, 96.7637681281403]","[71.78008515859977, 100.8168494491418]"
"[21.385117906936863, 101.76143043941526]","[66.70065349133388, 101.81818556676615]"
"[21.47177068207386, 99.74370824300595]","[72.1144691041306, 99.8609542783117]"
"[21.76356119430802, 98.78074104566618]","[66.15080999636277, 103.74400530194481]"
"[22.126655198405228, 96.8139794255968]","[71.93817076381137, 100.84529245959625]"
"[21.488224881146646, 98.72951283317695]","[65.82118318921795, 104.69425638128868]"
"[21.817670520776133, 98.79071521795144]","[68.78105640986476, 89.75153375136678]"
"[22.171550433927155, 94.78791526834156]","[63.92394435330736, 90.0259057838247]"
"[22.051923197885547, 97.81701814671966]","[68.74933622765535, 90.75530323693219]"
"[22.27886930192777, 94.80803777510859]","[67.49505550618753, 97.8965267029627]"
"[22.27886930192777, 94.80803777510859]","[71.05667978536582, 105.76697331721238]"
"[22.384937545391427, 94.82780222428042]","[66.6701340055057, 100.78501799507293]"
"[21.27464611948692, 101.74115992087528]","[66.18680494839514, 104.77802761826618]"
"[17.248222882462013, 95.78496332619068]","[71.56919824974094, 103.8268179181977]"
"[21.782507806910925, 97.76720042133958]","[65.92676601818215, 104.7185837987687]"
"[21.986703828264826, 95.77068258878484]","[66.50997827370873, 103.82591716453332]"
"[20.90162164318098, 104.72274899737792]","[71.97049116629103, 101.86677236120248]"
"[22.019670712837282, 96.79416390109128]","[66.66069447570936, 103.85990234316883]"
"[21.837036710681467, 97.77734514325266]","[66.97378624860698, 100.85482672198222]"
"[17.326415748771577, 94.77558613471066]","[68.64126783668567, 89.73394950240555]"
"[21.96568967506547, 96.78412144795351]","[64.32582640803254, 89.08155130658083]"
"[17.326415748771577, 94.77558613471066]","[68.81330827159277, 88.74773474134521]"
"[22.20984390181857, 97.84586243702344]","[72.01041230395978, 99.84226128691525]"
"[21.932006869647736, 95.76037890409066]","[66.04622165622919, 103.7199064937552]"
"[21.599324690243716, 98.75027923061278]","[66.08345713304665, 104.7544819277835]"
"[21.837036710681467, 97.77734514325266]","[68.79494117098811, 90.76094513736591]"
