"[22.96325776711956, 124.54925509029061]","[79.26712567759698, 132.01442409102313]"
"[34.544863529508085, 123.45985500484338]","[84.76890545591176, 132.34665905039844]"
"[34.738618303439274, 120.39243121161998]","[84.74418953163251, 130.34407753284853]"
"[34.62795815767966, 121.4018993135406]","[84.71846191107217, 128.3413723321955]"
"[33.37136272657621, 127.28450522378029]","[84.92633567732143, 127.34897100914338]"
"[23.12270409847794, 125.60658192942876]","[74.61365360319108, 131.55327009312552]"
"[35.07521600088265, 120.49050558947171]","[84.74418953163251, 130.34407753284853]"
"[29.738597898309926, 121.97713720295322]","[84.88652804634555, 128.3481786061805]"
"[34.5784265302127, 123.46948850155535]","[84.83011793816785, 132.34906429426152]"
"[29.425009838123223, 125.03108880254817]","[84.82614041400423, 129.34656282578024]"
"[35.086972807529236, 119.45242989237806]","[84.76710229715985, 131.34580044113375]"
"[33.54400298882484, 125.25239639831449]","[84.74619877968173, 131.34496667178223]"
"[34.80642790196471, 120.41227089004828]","[84.72294587264079, 130.34322060810746]"
"[34.98596697372634, 119.42286265757687]","[84.88652804634555, 128.3481786061805]"
"[34.24002716930699, 123.37190145265582]","[84.78947122505522, 132.34747017208184]"
"[34.06849523158944, 123.32205587236402]","[84.75012786935869, 133.34669615141667]"
"[29.15509178304268, 122.83727436757034]","[84.86610545812009, 128.3473628783568]"
"[22.72747710225581, 126.54450633111553]","[79.32460096861054, 132.0190833047286]"
"[34.67071830427034, 124.53571521179391]","[84.72729523475368, 132.3450074177246]"
"[23.58604428437435, 119.56715871465217]","[79.09090838783443, 131.99997769347587]"
"[30.906175754038667, 118.15022389314134]","[84.78447861573761, 129.34489109854462]"
"[34.97488464634955, 120.46137884176933]","[84.82337858712484, 127.34482882791792]"
"[34.83040689135469, 121.46070232300727]","[84.74418953163251, 130.34407753284853]"
"[23.035333394190687, 127.63271200173848]","[74.5272415726669, 132.54997639708043]"
"[35.372928430313785, 120.5764092663098]","[84.72940947318509, 133.34587729967726]"
"[22.326847390184376, 127.48097562130894]","[79.17973398375709, 132.0072884597407]"
"[34.754099050011675, 122.47950426913148]","[84.80986793579154, 132.34827047352186]"
"[34.96414307222571, 121.49934664476787]","[84.74619877968173, 131.34496667178223]"
"[30.233990427083203, 120.03444053757653]","[84.80690812219285, 130.34659319778186]"
"[34.544863529508085, 123.45985500484338]","[84.78783394271845, 131.34662543634894]"
"[35.25408110440077, 119.50114496039697]","[84.72729523475368, 132.3450074177246]"
"[33.68323583791063, 125.29283744512861]","[84.88564784821035, 127.34734332954903]"
"[23.432476192782723, 123.62754214248181]","[74.58641426179804, 132.556871756224]"
"[23.34093759930458, 125.65308152510359]","[79.3141200986656, 130.01159361137152]"
"[30.321738493014813, 120.06347502887371]","[84.80839965834912, 131.34743880528637]"
"[30.012999436836708, 119.96100326099835]","[84.82880822932836, 131.34824455210233]"
"[34.44380581194131, 123.43078852123253]","[84.76710229715985, 131.34580044113375]"
"[30.645456899023962, 118.0636352182062]","[84.96638107984987, 127.35056015956842]"
"[22.077116744972702, 132.54061686356573]","[74.58400483355277, 131.54979885863958]"
"[22.975263266530135, 125.57494220409926]","[79.2381480581922, 132.0120640028529]"
"[29.694165193765073, 121.96246190073347]","[84.78783394271845, 131.34662543634894]"
"[32.28769550674578, 114.39398843699054]","[84.90818162726877, 130.35058807594947]"
"[30.76543390417485, 119.15683498293228]","[84.76710229715985, 131.34580044113375]"
"[34.653464635966785, 122.4504983957256]","[84.74818514106262, 132.34583843102374]"
"[34.382390687038566, 122.37192654742522]","[84.78617184127162, 130.34576499997192]"
"[31.206252230373014, 118.24909143973863]","[84.77243666947146, 134.3483348929441]"
"[22.6669325905002, 127.55432547488753]","[79.27933753128478, 129.00530966192014]"
"[36.45740782932983, 114.64378313076084]","[84.80385114896889, 128.34485799152807]"
"[30.51385811984506, 118.01968933705224]","[84.75012786935869, 133.34669615141667]"
"[33.92446001598952, 125.36250588073602]","[84.88564784821035, 127.34734332954903]"
"[34.302662891486996, 124.43072053178611]","[84.86815005790447, 130.3490183771069]"
"[34.13729681675834, 123.34208151381587]","[84.82880822932836, 131.34824455210233]"
"[31.517973192094203, 117.29891780209618]","[84.76339957557742, 129.34403976504322]"
"[34.48450789433142, 122.40160255972992]","[84.78276327776737, 128.34400145743524]"
"[22.039516246732436, 132.5326897969736]","[74.50054850308807, 133.55362032263707]"
"[34.102930635773824, 123.33208068718311]","[84.80839965834912, 131.34743880528637]"
"[30.096027084433224, 121.04204006826977]","[84.74619877968173, 131.34496667178223]"
"[34.098793243091016, 124.3720461056161]","[84.75205335497346, 134.34753981093985]"
"[34.416492108373866, 122.38184984803755]","[84.76710229715985, 131.34580044113375]"
"[35.06525666967566, 118.40382657969353]","[84.76710229715985, 131.34580044113375]"
"[32.883493618414924, 128.18450513085]","[84.73355590935434, 135.34757872010078]"
"[35.228711703061734, 121.5753259140628]","[84.90461598558213, 125.34647832680093]"
"[30.096027084433224, 121.04204006826977]","[84.76339957557742, 129.34403976504322]"
"[29.923948531788582, 119.9312819433387]","[84.82477085293816, 128.3457031462358]"
"[23.50504769878439, 123.64311522711536]","[79.27826277455637, 134.02181483135118]"
"[23.46880723376984, 123.63534414562329]","[79.22113054079759, 134.0172321733117]"
"[34.61979611955968, 122.44077620510032]","[84.75205335497346, 134.34753981093985]"
"[23.50504769878439, 123.64311522711536]","[74.55425112520615, 131.54630863147918]"
"[35.22078176839772, 119.49145776611687]","[84.82614041400423, 129.34656282578024]"
"[35.108537227503184, 120.50015894270548]","[84.77068259639661, 133.3475036819443]"
"[29.96377883404154, 120.99836155105206]","[84.84671672877604, 129.3473854920657]"
"[34.61979611955968, 122.44077620510032]","[84.80539099504155, 129.34573257351465]"
"[35.06380753837047, 121.52804215825807]","[84.78947122505522, 132.34747017208184]"
"[33.887907752031325, 126.39232291880649]","[84.80539099504155, 129.34573257351465]"
"[30.057382145553944, 119.9757877133254]","[84.74619877968173, 131.34496667178223]"
"[29.290543759112165, 122.88223089389358]","[84.84671672877604, 129.3473854920657]"
"[35.41966297118461, 119.54916493137553]","[84.8478957210609, 130.34821947995835]"
"[33.19400083926017, 126.19200003337463]","[84.90607399929569, 127.34816217513989]"
"[22.975263266530135, 125.57494220409926]","[74.6777337488968, 134.58057503261546]"
"[34.45053257886286, 122.39173803279681]","[84.86713665087336, 129.34819753469452]"
"[34.16699624355667, 124.39171331638742]","[84.8629199090618, 125.3447780079809]"
"[31.163650801292626, 118.23510665458296]","[84.72940947318509, 133.34587729967726]"
"[34.274145501521616, 123.38178885523466]","[84.90886142638762, 131.35137202207062]"
"[23.649027117379525, 123.67388051306938]","[74.67432962553819, 132.56706350937242]"
"[23.195834795329183, 125.62220837740247]","[79.32460096861054, 132.0190833047286]"
"[33.892675908682904, 124.31236339809702]","[84.82748534838723, 130.3474112868027]"
"[29.199251369312115, 121.79778841395418]","[84.84551962083849, 128.34653840524737]"
"[35.56871692876528, 120.6324550626013]","[84.84671672877604, 129.3473854920657]"
"[23.148844114020385, 124.58939408194948]","[79.27933753128478, 129.00530966192014]"
"[35.2002130181967, 118.44355803822441]","[84.72940947318509, 133.34587729967726]"
"[34.098793243091016, 124.3720461056161]","[84.72513357226308, 131.34412161881232]"
"[34.030337594863575, 124.35226435597043]","[84.78617184127162, 130.34576499997192]"
"[22.436137384409232, 129.5501297353426]","[74.78917109160972, 131.57367975853936]"
"[22.59207291606915, 127.53826105640015]","[79.15688703623873, 133.00875761104624]"
"[33.68427910646089, 124.25164355129648]","[84.7207193633935, 129.34230556957158]"
"[33.40609617166962, 127.29449582797828]","[84.82748534838723, 130.3474112868027]"
"[30.530962126739226, 121.18455937736188]","[84.79266898876845, 134.34912055541966]"
"[35.030646076482334, 121.51850388662355]","[84.82337858712484, 127.34482882791792]"
"[30.1076702995857, 118.93823809970814]","[84.86610545812009, 128.3473628783568]"
"[30.365480313991313, 120.07792199581813]","[84.82748534838723, 130.3474112868027]"
"[34.97488464634955, 120.46137884176933]","[84.74418953163251, 130.34407753284853]"
"[34.30820208575875, 123.39164502836017]","[84.78783394271845, 131.34662543634894]"
"[23.185655358457648, 124.59732506843372]","[74.70340914265816, 132.5704220708613]"
"[23.15931005098578, 125.614409439157]","[74.93318134522735, 128.57018852618057]"
"[34.098793243091016, 124.3720461056161]","[84.84671672877604, 129.3473854920657]"
"[34.96414307222571, 121.49934664476787]","[84.74818514106262, 132.34583843102374]"
"[31.07818263451944, 118.20699917727495]","[84.82614041400423, 129.34656282578024]"
"[21.751640029289405, 131.4489735943837]","[79.22705410715196, 135.02090984909555]"
"[23.190217556059455, 128.6869771219415]","[79.22705410715196, 135.02090984909555]"
