"[33.90490589840188, 120.14510679726506]","[84.88293195775573, 124.34475509964523]"
"[23.295511807594792, 124.62091639288016]","[68.96459666233226, 134.99971248853262]"
"[22.839361951755087, 126.5685673568086]","[68.79978290073996, 140.00270591164025]"
"[35.56624667255994, 118.55049190383362]","[90.0, 120.44999998573857]"
"[34.96338061628546, 118.37372093810696]","[85.04698210376468, 121.34896068970542]"
"[33.82568684282229, 123.25105159207652]","[90.0, 117.44999998573857]"
"[23.708687253838473, 121.64114876203179]","[69.12546797137493, 137.0191484456071]"
"[33.65294965653739, 121.11355995161027]","[90.0, 117.44999998573857]"
"[34.262974851746186, 119.20850352890625]","[85.04616203811624, 123.35056537520835]"
"[33.97189645112207, 121.2088214341371]","[85.02646544042197, 122.34895359757581]"
"[33.975818320728365, 120.1663873550819]","[90.0, 123.44999998573857]"
"[23.268571968583466, 125.63770520168697]","[68.85296396598528, 135.99391809195174]"
"[34.22192255672798, 120.23989233719838]","[90.0, 119.44999998573857]"
"[33.68698007649353, 122.16737588086481]","[85.00655293173057, 118.34469990151185]"
"[34.472439752106375, 119.27109861333768]","[84.96661420686466, 128.3513440823573]"
"[23.060469791486494, 126.61581345547027]","[68.9381531310233, 139.01056883612577]"
"[33.7242957435767, 121.13494863649333]","[84.84430432520507, 127.34567659886162]"
"[34.11194307663535, 121.25035930129474]","[84.94643730946787, 127.34977012537334]"
"[34.3957575772155, 120.2914809906722]","[84.90461598558213, 125.34647832680093]"
"[33.58133759617244, 121.09204571888142]","[85.04698210376468, 121.34896068970542]"
"[23.46880723376984, 123.63534414562329]","[68.79043636139477, 138.99873453546704]"
"[35.07751739465243, 117.36448652950465]","[90.0, 118.44999998573857]"
"[34.50712111334229, 119.28142373581922]","[90.0, 114.44999998573857]"
"[34.21629424946162, 121.28119748402497]","[90.0, 121.44999998573857]"
"[34.3611192856311, 120.28122278041334]","[90.0, 123.44999998573857]"
"[33.86056886237594, 123.26128328781527]","[90.0, 111.44999998573857]"
"[34.15735534203205, 119.17679015114204]","[85.04698210376468, 121.34896068970542]"
"[34.3957575772155, 120.2914809906722]","[90.0, 120.44999998573857]"
"[23.541189558067437, 123.65085356844106]","[68.95119375868697, 137.0052072563479]"
"[33.833723597426676, 120.12369847287027]","[84.96566359635615, 124.34813210852886]"
"[34.04205261849867, 121.22965198422949]","[84.98568441036048, 121.34644388730817]"
"[14.067138940896676, 122.41750774419319]","[57.89050750129903, 134.6468448384013]"
"[23.28616797743501, 123.59600907813191]","[68.72005296888783, 140.99952226147562]"
"[34.480354585952504, 118.22968004294107]","[90.0, 117.44999998573857]"
"[34.61078286160614, 119.31221968318206]","[84.84053913324472, 124.34300327468691]"
"[34.60321025035202, 116.17732235728282]","[85.00619892116676, 122.34812886979205]"
"[33.50884677758627, 124.20024423008611]","[90.0, 116.44999998573857]"
"[35.145577382906836, 117.38471660409338]","[85.02749660131789, 118.34558100179497]"
"[34.40287840608334, 119.25035626323704]","[84.98568441036048, 121.34644388730817]"
"[23.60643692638077, 122.6420903415601]","[68.92993356863202, 138.00672491699794]"
"[34.49928197360956, 120.32207404732783]","[85.02749660131789, 118.34558100179497]"
"[33.75768805403707, 122.18836733538103]","[84.90386910256973, 124.3456145333647]"
"[35.51541816341053, 117.49389818673546]","[84.96439577467724, 119.34381085908103]"
"[34.72344817762026, 118.30243812963504]","[84.98576682011144, 122.3472925197317]"
"[35.362715333238704, 116.40601819646818]","[85.00619892116676, 122.34812886979205]"
"[34.2278368177299, 119.19796492094439]","[90.0, 125.44999998573857]"
"[34.83040689135469, 121.46070232300727]","[90.0, 113.44999998573857]"
"[34.29165046341002, 120.26061956443729]","[85.0060341020535, 124.34975968832323]"
"[33.97189645112207, 121.2088214341371]","[90.0, 118.44999998573857]"
"[23.15931005098578, 125.614409439157]","[69.04607170010864, 134.00303719500886]"
"[34.98596697372634, 119.42286265757687]","[90.0, 115.44999998573857]"
"[34.53366375693668, 120.3322107121663]","[84.94439692221961, 122.3455897157031]"
"[35.899821612601414, 114.47916986790865]","[84.90233913741712, 122.34384477230844]"
"[33.8693461855438, 120.13441678614987]","[90.0, 122.44999998573857]"
"[34.3957575772155, 120.2914809906722]","[85.02671571876034, 121.34813118966792]"
"[23.037786877130795, 124.56541072462981]","[68.88312789613381, 135.99638830584445]"
"[35.158682748246626, 116.34511204106526]","[84.94309664095786, 119.34291027623944]"
"[35.42716189739194, 114.33731391549817]","[90.0, 117.44999998573857]"
"[33.29332960256568, 122.04967270316648]","[90.0, 117.44999998573857]"
"[34.96338061628546, 118.37372093810696]","[85.02646544042197, 122.34895359757581]"
"[34.63642425967513, 120.36245270426835]","[84.92577706285701, 126.34814898937665]"
"[34.33305846498613, 119.2294920832689]","[90.0, 116.44999998573857]"
"[33.8693461855438, 120.13441678614987]","[84.88293195775573, 124.34475509964523]"
"[33.975818320728365, 120.1663873550819]","[84.90386910256973, 124.3456145333647]"
"[33.7953682943695, 121.1562096770387]","[84.98592938243196, 124.34895080079038]"
"[35.04339210256905, 117.35432659532867]","[84.94523177135274, 124.34730309053553]"
"[35.34352928157407, 115.35654091528797]","[90.0, 119.44999998573857]"
