"[10, 67]","[20, 53]","[30, 53]","[40, 66]","[50, 48]","[60, 57]"
"[10, 67]","[20, 51]","[30, 55]","[40, 66]","[50, 47]","[60, 57]"
"[10, 65]","[20, 50]","[30, 54]","[40, 65]","[50, 47]","[60, 57]"
"[0, 102]","[10, 66]","[20, 49]","[30, 55]","[40, 67]","[50, 46]","[60, 58]"
"[10, 69]","[20, 52]","[30, 54]","[40, 65]","[50, 47]","[60, 56]"
"[10, 67]","[20, 50]","[30, 56]","[40, 67]","[50, 45]","[60, 57]"
"[10, 67]","[20, 51]","[30, 56]","[40, 65]","[50, 46]","[60, 57]"
"[0, 108]","[10, 66]","[20, 49]","[30, 55]","[40, 67]","[50, 46]","[60, 59]"
"[10, 66]","[20, 50]","[30, 55]","[40, 65]","[50, 45]","[60, 56]"
"[10, 66]","[20, 52]","[30, 52]","[40, 66]","[50, 43]","[60, 57]"
"[10, 65]","[20, 51]","[30, 53]","[40, 67]","[50, 47]","[60, 56]"
"[10, 64]","[20, 50]","[30, 53]","[40, 66]","[50, 44]","[60, 54]"
"[10, 66]","[20, 50]","[30, 54]","[40, 66]","[50, 47]","[60, 59]"
"[0, 102]","[10, 62]","[20, 48]","[30, 52]","[40, 65]","[50, 48]","[60, 58]"
"[10, 66]","[20, 48]","[30, 53]","[40, 66]","[50, 47]","[60, 54]"
"[10, 66]","[20, 48]","[30, 52]","[40, 65]","[50, 44]","[60, 55]"
"[10, 67]","[20, 48]","[30, 55]","[40, 67]","[50, 47]","[60, 55]"
"[10, 65]","[20, 49]","[30, 55]","[40, 64]","[50, 46]","[60, 55]"
"[10, 66]","[20, 50]","[30, 55]","[40, 67]","[50, 45]","[60, 58]"
"[10, 64]","[20, 55]","[30, 54]","[40, 65]","[50, 48]","[60, 55]"
"[10, 65]","[20, 49]","[30, 55]","[40, 67]","[50, 48]","[60, 55]"
"[10, 67]","[20, 51]","[30, 57]","[40, 65]","[50, 47]","[60, 55]"
"[10, 66]","[20, 49]","[30, 52]","[40, 70]","[50, 45]","[60, 57]"
"[0, 102]","[10, 65]","[20, 52]","[30, 56]","[40, 67]","[50, 48]","[60, 56]"
