"[10, 64]","[20, 22]","[30, 32]","[40, 20]","[50, 28]"
"[10, 69]","[20, 22]","[30, 34]","[40, 22]","[50, 27]"
"[10, 67]","[20, 24]","[30, 33]","[40, 22]","[50, 29]"
"[10, 69]","[20, 21]","[30, 34]","[40, 20]","[50, 30]"
"[10, 67]","[20, 24]","[30, 33]","[40, 22]","[50, 27]"
"[10, 69]","[20, 22]","[30, 31]","[40, 21]","[50, 29]","[90, 121]"
"[10, 67]","[20, 21]","[30, 34]","[40, 20]","[50, 29]"
"[10, 69]","[20, 21]","[30, 31]","[40, 22]","[50, 31]"
"[10, 68]","[20, 23]","[30, 33]","[40, 21]","[50, 28]"
"[10, 70]","[20, 22]","[30, 33]","[40, 22]","[50, 29]"
"[10, 69]","[20, 23]","[30, 34]","[40, 21]","[50, 27]"
"[10, 70]","[20, 22]","[30, 34]","[40, 22]","[50, 30]"
"[10, 70]","[20, 20]","[30, 32]","[40, 21]","[50, 29]"
"[10, 69]","[20, 21]","[30, 34]","[40, 21]","[50, 29]"
"[10, 67]","[20, 21]","[30, 37]","[40, 21]","[50, 32]"
"[10, 70]","[20, 21]","[30, 33]","[40, 23]","[50, 27]"
"[10, 70]","[20, 21]","[30, 34]","[40, 21]","[50, 28]","[90, 126]"
"[10, 66]","[20, 21]","[30, 32]","[40, 20]","[50, 27]"
"[10, 66]","[20, 23]","[30, 32]","[40, 21]","[50, 29]"
"[10, 67]","[20, 22]","[30, 31]","[40, 21]","[50, 27]"
"[10, 66]","[20, 23]","[30, 35]","[40, 21]","[50, 29]"
"[10, 70]","[20, 21]","[30, 33]","[40, 21]","[50, 30]"
"[10, 70]","[20, 22]","[30, 33]","[40, 21]","[50, 27]"
"[10, 71]","[20, 21]","[30, 33]","[40, 22]","[50, 30]"
"[10, 63]","[20, 23]","[30, 33]","[40, 20]","[50, 29]"
"[10, 67]","[20, 21]","[30, 34]","[40, 22]","[50, 27]"
"[10, 67]","[20, 24]","[30, 35]","[40, 20]","[50, 24]"
"[10, 66]","[20, 21]","[30, 34]","[40, 21]","[50, 31]"
"[10, 68]","[20, 20]","[30, 33]","[40, 20]","[50, 29]"
"[10, 68]","[20, 21]","[30, 33]","[40, 21]","[50, 29]"
"[10, 63]","[20, 21]","[30, 34]","[40, 22]","[50, 29]","[90, 115]"
"[10, 71]","[20, 21]","[30, 32]","[40, 22]","[50, 27]"
"[10, 65]","[20, 23]","[30, 32]","[40, 22]","[50, 29]"
"[10, 67]","[20, 24]","[30, 33]","[40, 23]","[50, 28]"
"[10, 62]","[20, 22]","[30, 31]","[40, 21]","[50, 28]"
"[10, 68]","[20, 22]","[30, 34]","[40, 20]","[50, 29]"
"[10, 67]","[20, 22]","[30, 34]","[40, 19]","[50, 29]"
"[10, 69]","[20, 22]","[30, 36]","[40, 20]","[50, 28]"
"[10, 68]","[20, 23]","[30, 34]","[40, 22]","[50, 28]"
"[10, 66]","[20, 21]","[30, 32]","[40, 21]","[50, 30]"
"[10, 74]","[20, 22]","[30, 33]","[40, 22]","[50, 26]"
"[10, 69]","[20, 21]","[30, 33]","[40, 19]","[50, 30]"
"[10, 68]","[20, 22]","[30, 34]","[40, 22]","[50, 32]"
"[10, 72]","[20, 20]","[30, 33]","[40, 21]","[50, 27]"
"[10, 70]","[20, 21]","[30, 33]","[40, 20]","[50, 29]"
"[10, 68]","[20, 20]","[30, 32]","[40, 21]","[50, 28]"
"[10, 66]","[20, 21]","[30, 35]","[40, 22]","[50, 29]"
"[10, 66]","[20, 22]","[30, 32]","[40, 22]","[50, 28]"
"[10, 67]","[20, 23]","[30, 33]","[40, 21]","[50, 30]"
"[10, 67]","[20, 22]","[30, 35]","[40, 21]","[50, 27]"
"[10, 71]","[20, 23]","[30, 31]","[40, 20]","[50, 27]"
"[10, 67]","[20, 22]","[30, 35]","[40, 23]","[50, 30]"
"[10, 68]","[20, 22]","[30, 35]","[40, 22]","[50, 28]"
"[10, 69]","[20, 21]","[30, 34]","[40, 20]","[50, 28]"
"[10, 69]","[20, 20]","[30, 34]","[40, 22]","[50, 29]"
"[10, 70]","[20, 24]","[30, 32]","[40, 22]","[50, 28]"
"[10, 68]","[20, 19]","[30, 34]","[40, 20]","[50, 30]"
"[10, 61]","[20, 21]","[30, 31]","[40, 21]","[50, 29]"
"[10, 68]","[20, 21]","[30, 32]","[40, 23]","[50, 29]"
"[10, 71]","[20, 23]","[30, 35]","[40, 22]","[50, 29]"
"[10, 67]","[20, 21]","[30, 34]","[40, 20]","[50, 27]"
"[10, 68]","[20, 22]","[30, 35]","[40, 22]","[50, 27]"
"[10, 68]","[20, 21]","[30, 34]","[40, 22]","[50, 30]"
"[10, 70]","[20, 21]","[30, 34]","[40, 21]","[50, 25]"
"[10, 67]","[20, 22]","[30, 35]","[40, 21]","[50, 29]"
"[10, 70]","[20, 21]","[30, 33]","[40, 22]","[50, 31]"
"[10, 69]","[20, 21]","[30, 32]","[40, 22]","[50, 27]"
"[10, 69]","[20, 21]","[30, 33]","[40, 23]","[50, 29]"
"[10, 65]","[20, 22]","[30, 35]","[40, 21]","[50, 29]"
"[10, 64]","[20, 24]","[30, 32]","[40, 22]","[50, 26]"
"[10, 67]","[20, 23]","[30, 35]","[40, 23]","[50, 30]"
"[10, 71]","[20, 21]","[30, 36]","[40, 22]","[50, 29]"
"[10, 69]","[20, 23]","[30, 35]","[40, 22]","[50, 26]","[90, 143]"
"[10, 62]","[20, 21]","[30, 34]","[40, 22]","[50, 26]","[90, 171]"
"[10, 69]","[20, 20]","[30, 33]","[40, 21]","[50, 27]"
"[10, 65]","[20, 19]","[30, 35]","[40, 23]","[50, 30]","[90, 147]"
"[10, 68]","[20, 21]","[30, 32]","[40, 22]","[50, 27]"
"[10, 68]","[20, 22]","[30, 35]","[40, 21]","[50, 28]","[90, 121]"
"[10, 71]","[20, 23]","[30, 35]","[40, 21]","[50, 29]"
"[10, 69]","[20, 23]","[30, 32]","[40, 21]","[50, 26]"
"[10, 65]","[20, 21]","[30, 34]","[40, 20]","[50, 29]"
"[10, 70]","[20, 22]","[30, 36]","[40, 21]","[50, 28]"
"[10, 70]","[20, 23]","[30, 34]","[40, 21]","[50, 28]"
"[10, 68]","[20, 21]","[30, 35]","[40, 21]","[50, 29]"
"[10, 67]","[20, 21]","[30, 33]","[40, 19]","[50, 28]"
"[10, 62]","[20, 20]","[30, 35]","[40, 22]","[50, 29]"
"[10, 63]","[20, 20]","[30, 33]","[40, 22]","[50, 30]"
"[10, 54]","[20, 22]","[30, 35]","[40, 22]","[50, 27]"
"[10, 60]","[20, 21]","[30, 36]","[40, 22]","[50, 27]"
"[10, 64]","[20, 23]","[30, 34]","[40, 21]","[50, 28]"
"[10, 59]","[20, 21]","[30, 34]","[40, 21]","[50, 28]"
"[10, 64]","[20, 22]","[30, 32]","[40, 22]","[50, 30]"
"[10, 66]","[20, 22]","[30, 33]","[40, 20]","[50, 29]"
"[10, 63]","[20, 22]","[30, 35]","[40, 20]","[50, 28]"
"[10, 71]","[20, 22]","[30, 34]","[40, 21]","[50, 31]"
"[10, 67]","[20, 23]","[30, 36]","[40, 22]","[50, 27]"
"[10, 71]","[20, 23]","[30, 31]","[40, 22]","[50, 29]"
"[10, 69]","[20, 23]","[30, 33]","[40, 22]","[50, 30]"
"[10, 69]","[20, 22]","[30, 33]","[40, 23]","[50, 29]"
"[10, 67]","[20, 23]","[30, 34]","[40, 22]","[50, 28]"
"[10, 69]","[20, 21]","[30, 36]","[40, 21]","[50, 27]"
"[10, 70]","[20, 21]","[30, 33]","[40, 20]","[50, 27]"
"[10, 68]","[20, 22]","[30, 36]","[40, 23]","[50, 30]"
"[10, 68]","[20, 22]","[30, 33]","[40, 21]","[50, 29]","[90, 120]"
"[10, 70]","[20, 21]","[30, 34]","[40, 23]","[50, 26]"
"[10, 68]","[20, 21]","[30, 33]","[40, 23]","[50, 30]"
"[10, 68]","[20, 21]","[30, 34]","[40, 19]","[50, 27]"
"[10, 66]","[20, 24]","[30, 30]","[40, 23]","[50, 29]"
"[10, 70]","[20, 22]","[30, 35]","[40, 22]","[50, 30]"
"[10, 67]","[20, 22]","[30, 33]","[40, 22]","[50, 29]"
"[10, 63]","[20, 22]","[30, 35]","[40, 20]","[50, 29]"
"[10, 66]","[20, 22]","[30, 33]","[40, 22]","[50, 27]"
"[10, 67]","[20, 23]","[30, 33]","[40, 21]","[50, 28]"
"[10, 74]","[20, 23]","[30, 36]","[40, 21]","[50, 29]"
"[10, 67]","[20, 23]","[30, 35]","[40, 21]","[50, 29]"
"[10, 69]","[20, 22]","[30, 34]","[40, 22]","[50, 29]"
"[10, 71]","[20, 22]","[30, 34]","[40, 22]","[50, 25]"
"[10, 68]","[20, 22]","[30, 34]","[40, 22]","[50, 28]"
"[10, 62]","[20, 21]","[30, 34]","[40, 20]","[50, 27]"
"[10, 68]","[20, 22]","[30, 35]","[40, 22]","[50, 28]"
"[10, 67]","[20, 23]","[30, 32]","[40, 23]","[50, 27]"
"[10, 72]","[20, 23]","[30, 35]","[40, 22]","[50, 28]"
"[10, 66]","[20, 22]","[30, 33]","[40, 21]","[50, 29]","[90, 127]"
"[10, 65]","[20, 22]","[30, 33]","[40, 21]","[50, 29]"
"[10, 71]","[20, 23]","[30, 32]","[40, 21]","[50, 29]"
"[10, 68]","[20, 22]","[30, 33]","[40, 21]","[50, 29]","[90, 124]"
"[10, 67]","[20, 22]","[30, 35]","[40, 21]","[50, 29]"
"[10, 65]","[20, 22]","[30, 33]","[40, 21]","[50, 27]"
"[10, 71]","[20, 23]","[30, 33]","[40, 21]","[50, 26]"
"[10, 70]","[20, 23]","[30, 34]","[40, 23]","[50, 31]"
"[10, 65]","[20, 21]","[30, 34]","[40, 24]","[50, 28]"
"[10, 69]","[20, 21]","[30, 33]","[40, 21]","[50, 29]"
"[10, 66]","[20, 21]","[30, 34]","[40, 22]","[50, 27]"
"[10, 66]","[20, 23]","[30, 34]","[40, 21]","[50, 26]"
"[10, 72]","[20, 24]","[30, 33]","[40, 23]","[50, 27]"
"[10, 68]","[20, 22]","[30, 34]","[40, 22]","[50, 28]"
"[10, 70]","[20, 22]","[30, 35]","[40, 21]","[50, 28]"
"[10, 71]","[20, 23]","[30, 34]","[40, 22]","[50, 27]"
"[10, 64]","[20, 23]","[30, 31]","[40, 21]","[50, 29]"
"[10, 71]","[20, 23]","[30, 36]","[40, 21]","[50, 25]"
"[10, 71]","[20, 22]","[30, 34]","[40, 23]","[50, 27]","[90, 125]"
"[10, 67]","[20, 21]","[30, 34]","[40, 22]","[50, 29]"
"[10, 70]","[20, 21]","[30, 35]","[40, 21]","[50, 28]"
"[10, 69]","[20, 20]","[30, 33]","[40, 22]","[50, 26]"
"[10, 66]","[20, 23]","[30, 34]","[40, 21]","[50, 27]"
"[10, 70]","[20, 23]","[30, 34]","[40, 22]","[50, 28]"
"[10, 68]","[20, 22]","[30, 32]","[40, 21]","[50, 27]"
"[10, 66]","[20, 23]","[30, 34]","[40, 22]","[50, 29]"
"[10, 65]","[20, 23]","[30, 33]","[40, 21]","[50, 30]"
"[10, 68]","[20, 23]","[30, 36]","[40, 22]","[50, 30]"
"[10, 70]","[20, 23]","[30, 33]","[40, 23]","[50, 28]"
"[10, 62]","[20, 24]","[30, 34]","[40, 21]","[50, 29]"
"[10, 65]","[20, 21]","[30, 34]","[40, 21]","[50, 29]"
"[10, 67]","[20, 25]","[30, 34]","[40, 23]","[50, 27]"
"[10, 70]","[20, 23]","[30, 33]","[40, 24]","[50, 29]"
"[10, 64]","[20, 22]","[30, 34]","[40, 22]","[50, 28]"
"[10, 71]","[20, 22]","[30, 32]","[40, 21]","[50, 29]"
"[10, 66]","[20, 24]","[30, 34]","[40, 22]","[50, 30]","[90, 129]"
"[10, 71]","[20, 21]","[30, 34]","[40, 20]","[50, 26]"
"[10, 70]","[20, 22]","[30, 34]","[40, 20]","[50, 30]","[90, 128]"
"[10, 68]","[20, 22]","[30, 33]","[40, 22]","[50, 28]","[90, 121]"
"[10, 67]","[20, 23]","[30, 35]","[40, 22]","[50, 29]"
"[10, 68]","[20, 22]","[30, 34]","[40, 21]","[50, 29]"
"[10, 67]","[20, 24]","[30, 36]","[40, 22]","[50, 27]","[90, 131]"
"[10, 67]","[20, 23]","[30, 32]","[40, 19]","[50, 29]"
"[10, 65]","[20, 22]","[30, 33]","[40, 22]","[50, 27]"
"[10, 71]","[20, 22]","[30, 33]","[40, 20]","[50, 30]"
"[10, 68]","[20, 23]","[30, 35]","[40, 22]","[50, 28]","[90, 130]"
"[10, 66]","[20, 24]","[30, 35]","[40, 22]","[50, 26]"
"[10, 69]","[20, 22]","[30, 35]","[40, 22]","[50, 27]"
"[10, 66]","[20, 22]","[30, 31]","[40, 20]","[50, 30]"
"[10, 68]","[20, 24]","[30, 33]","[40, 21]","[50, 28]"
"[10, 71]","[20, 22]","[30, 34]","[40, 20]","[50, 26]"
"[10, 65]","[20, 25]","[30, 32]","[40, 22]","[50, 27]"
"[10, 70]","[20, 23]","[30, 35]","[40, 19]","[50, 29]"
"[10, 67]","[20, 24]","[30, 32]","[40, 22]","[50, 28]"
"[10, 69]","[20, 21]","[30, 34]","[40, 21]","[50, 29]"
"[10, 68]","[20, 23]","[30, 35]","[40, 22]","[50, 29]"
"[10, 66]","[20, 22]","[30, 34]","[40, 22]","[50, 29]"
"[10, 62]","[20, 24]","[30, 32]","[40, 21]","[50, 29]"
"[10, 67]","[20, 23]","[30, 35]","[40, 20]","[50, 28]"
"[10, 68]","[20, 21]","[30, 33]","[40, 22]","[50, 25]"
"[10, 72]","[20, 23]","[30, 34]","[40, 23]","[50, 27]"
"[10, 69]","[20, 23]","[30, 32]","[40, 21]","[50, 29]"
"[10, 65]","[20, 23]","[30, 34]","[40, 22]","[50, 27]"
"[10, 66]","[20, 22]","[30, 34]","[40, 21]","[50, 28]"
"[10, 67]","[20, 22]","[30, 34]","[40, 19]","[50, 28]"
"[10, 71]","[20, 23]","[30, 33]","[40, 21]","[50, 28]"
"[10, 61]","[20, 22]","[30, 32]","[40, 23]","[50, 27]"
"[10, 66]","[20, 22]","[30, 33]","[40, 24]","[50, 28]"
"[10, 66]","[20, 23]","[30, 34]","[40, 22]","[50, 29]"
"[10, 62]","[20, 23]","[30, 35]","[40, 21]","[50, 29]"
"[10, 71]","[20, 23]","[30, 32]","[40, 20]","[50, 25]","[90, 128]"
"[10, 69]","[20, 23]","[30, 31]","[40, 23]","[50, 27]"
"[10, 68]","[20, 22]","[30, 33]","[40, 23]","[50, 27]"
"[10, 68]","[20, 24]","[30, 31]","[40, 20]","[50, 30]"
"[10, 68]","[20, 24]","[30, 32]","[40, 20]","[50, 27]","[90, 129]"
"[10, 64]","[20, 20]","[30, 31]","[40, 20]","[50, 29]","[90, 126]"
"[10, 67]","[20, 21]","[30, 32]","[40, 21]","[50, 28]"
"[10, 68]","[20, 23]","[30, 33]","[40, 22]","[50, 29]","[90, 132]"
"[10, 64]","[20, 23]","[30, 32]","[40, 22]","[50, 30]"
"[10, 68]","[20, 22]","[30, 33]","[40, 21]","[50, 28]"
"[10, 67]","[20, 22]","[30, 34]","[40, 21]","[50, 27]"
"[10, 67]","[20, 20]","[30, 35]","[40, 21]","[50, 30]"
"[10, 67]","[20, 22]","[30, 33]","[40, 22]","[50, 29]","[90, 121]"
"[10, 68]","[20, 23]","[30, 34]","[40, 22]","[50, 30]"
"[10, 69]","[20, 22]","[30, 33]","[40, 20]","[50, 29]"
"[10, 68]","[20, 23]","[30, 34]","[40, 21]","[50, 29]","[90, 126]"
"[10, 70]","[20, 24]","[30, 34]","[40, 21]","[50, 27]"
"[10, 70]","[20, 22]","[30, 33]","[40, 20]","[50, 25]","[90, 128]"
"[10, 66]","[20, 22]","[30, 34]","[40, 19]","[50, 29]"
"[10, 73]","[20, 22]","[30, 32]","[40, 22]","[50, 28]"
"[10, 66]","[20, 25]","[30, 34]","[40, 22]","[50, 28]"
"[10, 65]","[20, 20]","[30, 34]","[40, 21]","[50, 27]","[90, 121]"
"[10, 68]","[20, 23]","[30, 34]","[40, 21]","[50, 27]"
"[10, 72]","[20, 23]","[30, 35]","[40, 20]","[50, 26]"
"[10, 64]","[20, 23]","[30, 33]","[40, 21]","[50, 28]"
"[10, 70]","[20, 23]","[30, 33]","[40, 21]","[50, 29]","[90, 126]"
"[10, 70]","[20, 23]","[30, 32]","[40, 22]","[50, 28]"
"[10, 63]","[20, 24]","[30, 33]","[40, 22]","[50, 27]"
"[10, 69]","[20, 24]","[30, 33]","[40, 21]","[50, 26]"
"[10, 61]","[20, 24]","[30, 33]","[40, 22]","[50, 29]","[90, 128]"
"[10, 68]","[20, 21]","[30, 33]","[40, 21]","[50, 30]"
"[10, 69]","[20, 21]","[30, 36]","[40, 21]","[50, 28]"
"[10, 69]","[20, 22]","[30, 33]","[40, 23]","[50, 26]"
"[10, 70]","[20, 22]","[30, 35]","[40, 22]","[50, 27]"
"[10, 70]","[20, 23]","[30, 34]","[40, 21]","[50, 28]"
"[10, 68]","[20, 22]","[30, 33]","[40, 21]","[50, 28]"
"[10, 66]","[20, 22]","[30, 33]","[40, 22]","[50, 29]","[90, 126]"
"[10, 66]","[20, 21]","[30, 35]","[40, 21]","[50, 28]"
"[10, 67]","[20, 22]","[30, 35]","[40, 21]","[50, 29]","[90, 129]"
