"[19.33598370192298, 81.75745387837006]","[49.30594168709827, 83.77015883284811]"
"[19.29020205733656, 81.75146926763986]","[51.866758315058256, 101.84835568240243]"
"[19.273760141520768, 79.73173942170212]","[49.05267955753363, 85.75405926652819]"
"[19.682882138425008, 79.7857139600442]","[49.27719603937671, 85.78242221567756]"
"[19.1699070771349, 83.75268103314832]","[49.098324086127484, 85.75987386558121]"
"[19.465323281142002, 80.76585407678031]","[49.321011415411284, 85.78788774189218]"
"[19.42639703084616, 81.76919922362224]","[49.26917030912345, 84.77353238070889]"
"[19.260975864583855, 83.76440773057938]","[49.56806665197198, 83.80320450947043]"
"[19.6459123589987, 81.79728206322653]","[49.23302592526017, 85.77688948551868]"
"[19.24402340488878, 81.7454064123164]","[49.2066448100344, 82.74905400295896]"
"[15.25089581668874, 81.12007392279907]","[49.4445390287927, 84.79554663527419]"
"[19.465323281142002, 80.76585407678031]","[49.357570888723764, 84.78467539439023]"
"[19.679882181339956, 78.77688570927728]","[49.357570888723764, 84.78467539439023]"
"[15.300443917137594, 80.11258056087956]","[49.215631488896726, 83.75858116890858]"
"[19.598735942219278, 80.78314284755557]","[49.24144556899339, 86.78568987335564]"
"[19.29020205733656, 81.75146926763986]","[49.321011415411284, 85.78788774189218]"
"[19.515303388780207, 81.78064341132284]","[49.143595678357485, 85.76561657621883]"
"[19.215631488896722, 83.75858116890858]","[49.05267955753363, 85.75405926652819]"
"[19.38813920640714, 82.77252509151332]","[48.84611832071607, 87.7439083555734]"
"[19.545248730600253, 78.75913074619076]","[48.98393228375889, 87.76131617463408]"
"[19.188051502483308, 80.72920215335752]","[49.23302592526017, 85.77688948551868]"
"[19.03041326123208, 83.73452494390905]","[49.18849201088876, 85.7712877090954]"
"[19.077306765559065, 83.74065374094297]","[49.35053090337525, 83.77583965205382]"
"[19.374477430305973, 80.75395217237981]","[49.02912623705561, 87.76697800694785]"
"[19.367431498544693, 79.74428483192014]","[48.9050927857951, 88.75925604001]"
"[19.52033462391814, 82.78936611682943]","[48.972221684046445, 86.75189196385521]"
"[19.103104145074248, 81.72674172593497]","[48.872370032379514, 89.76290108834381]"
"[19.598735942219278, 80.78314284755557]","[49.321011415411284, 85.78788774189218]"
"[19.15048171486017, 81.73304386384689]","[49.30594168709827, 83.77015883284811]"
"[19.252590574579422, 82.7550326174108]","[49.32831312593922, 86.79641454540818]"
"[19.38813920640714, 82.77252509151332]","[49.27719603937671, 85.78242221567756]"
"[19.638957867726127, 79.78001821217046]","[49.10847818058069, 86.76910350580467]"
"[19.179310888484313, 84.76210938295993]","[49.039994685479805, 88.77601464424981]"
"[19.72884092601455, 80.79978829511995]","[49.23302592526017, 85.77688948551868]"
"[19.515303388780207, 81.78064341132284]","[49.23302592526017, 85.77688948551868]"
"[15.163864555683329, 81.1042006169766]","[49.143595678357485, 85.76561657621883]"
"[19.559203799162354, 81.7862594685163]","[49.18849201088876, 85.7712877090954]"
"[19.504935320196704, 79.76249820835008]","[49.357570888723764, 84.78467539439023]"
"[19.598735942219278, 80.78314284755557]","[49.143595678357485, 85.76561657621883]"
"[19.19745297854452, 81.73926521102666]","[48.99538926376486, 88.77049646442558]"
"[19.15048171486017, 81.73304386384689]","[49.37122449993284, 86.80168020998269]"
"[19.298155080480583, 82.76093894711433]","[49.27719603937671, 85.78242221567756]"
"[19.471034638512265, 81.77495559332569]","[49.26917030912345, 84.77353238070889]"
"[19.432572877345084, 82.77821047351009]","[49.24144556899339, 86.78568987335564]"
"[19.305941471198828, 83.7701588053016]","[49.10847818058069, 86.76910350580467]"
"[19.179310888484313, 84.76210938295993]","[49.18849201088876, 85.7712877090954]"
"[19.465323281142002, 80.76585407678031]","[49.27719603937671, 85.78242221567756]"
"[19.252590574579422, 82.7550326174108]","[49.48211744425598, 83.79246224677985]"
"[19.206644810034415, 82.74905400295896]","[49.20627798638273, 87.78894076865609]"
"[19.252590574579422, 82.7550326174108]","[49.10847818058069, 86.76910350580467]"
