150,30,0
"[30.013797104749962, 147.09845272360434]","[64.81261338310675, 148.35933921846396]","[10, 155]","[20, 148]","[30, 142]","[40, 150]","[50, 141]","[60, 145]","[70, 141]"
"[29.389956372738787, 150.04108971660293]","[64.84755738493092, 147.35994982563034]","[10, 150]","[20, 145]","[30, 140]","[40, 149]","[50, 144]","[60, 146]","[70, 140]"
"[29.771223007454115, 148.0746450301718]","[64.79442920961675, 148.35870226055883]","[10, 154]","[20, 149]","[30, 140]","[40, 147]","[50, 142]","[60, 144]","[70, 141]"
"[29.79856587284173, 150.096650754793]","[64.81388121765598, 149.35998987328128]","[10, 157]","[20, 149]","[30, 140]","[40, 153]","[50, 144]","[60, 146]","[70, 142]"
"[20.08067939830071, 149.1204548576135]","[55.008980113732036, 142.66454324179907]","[10, 161]","[20, 148]","[30, 142]","[40, 153]","[50, 141]","[60, 141]","[70, 136]"
"[19.791423001485516, 152.10781519381166]","[54.800785600592754, 145.65914452522608]","[10, 152]","[20, 150]","[30, 145]","[40, 152]","[50, 143]","[60, 141]","[70, 139]"
"[19.81410676231464, 152.1093373934661]","[54.8533583422452, 146.66997561189376]","[10, 153]","[20, 150]","[30, 145]","[40, 153]","[50, 144]","[60, 144]","[70, 140]"
"[29.555353146225563, 150.06371646999037]","[64.86456383744449, 146.35993230817417]","[10, 157]","[20, 147]","[30, 135]","[40, 151]","[50, 144]","[60, 146]","[70, 139]"
"[20.25644084377099, 147.12771850873463]","[54.75178432371984, 148.67008583873258]","[10, 157]","[20, 156]","[30, 140]","[40, 153]","[50, 147]","[60, 143]","[70, 142]"
"[30.09532304370367, 146.10032820020618]","[64.82711890692744, 145.35798365986014]","[10, 157]","[20, 150]","[30, 136]","[40, 151]","[50, 140]","[60, 143]","[70, 138]"
"[19.87962109054487, 149.1069426369348]","[54.64604867825722, 147.65384743961383]","[10, 148]","[20, 152]","[30, 142]","[40, 151]","[50, 144]","[60, 141]","[70, 141]"
"[29.744056446084553, 148.0709283279394]","[64.88087220850569, 144.35926373157992]","[10, 152]","[20, 148]","[30, 139]","[40, 150]","[50, 142]","[60, 145]","[70, 137]"
"[20.191771215033356, 147.1234214561789]","[54.31303633217566, 151.64076515098276]","[10, 157]","[20, 153]","[30, 140]","[40, 152]","[50, 144]","[60, 139]","[70, 145]"
"[30.309335296707047, 145.12022678987938]","[64.8654833136554, 147.3605755877812]","[10, 151]","[20, 151]","[30, 141]","[40, 155]","[50, 139]","[60, 147]","[70, 140]"
"[30.172516428002577, 147.1199285919087]","[64.77612000337021, 148.3580586883419]","[10, 158]","[20, 149]","[30, 142]","[40, 152]","[50, 141]","[60, 143]","[70, 141]"
"[19.970024004672883, 150.11529596174876]","[54.462696392905855, 148.6401497436386]","[10, 156]","[20, 150]","[30, 143]","[40, 149]","[50, 142]","[60, 141]","[70, 142]"
"[20.082771629053873, 146.11382919982825]","[54.59321648437182, 147.64834408188455]","[10, 156]","[20, 147]","[30, 139]","[40, 149]","[50, 145]","[60, 140]","[70, 141]"
"[19.970024004672883, 150.11529596174876]","[54.7494769463983, 146.65921052150546]","[10, 159]","[20, 147]","[30, 143]","[40, 148]","[50, 145]","[60, 144]","[70, 140]"
"[19.92534967660278, 150.1123043619739]","[54.6985184185644, 147.65929379144063]","[10, 156]","[20, 148]","[30, 143]","[40, 151]","[50, 147]","[60, 140]","[70, 141]"
"[19.761431979836704, 147.09410177061793]","[54.21011267371205, 152.63545525574463]","[10, 147]","[20, 144]","[30, 140]","[40, 150]","[50, 140]","[60, 144]","[70, 146]"
"[29.47526824568154, 151.06203290131975]","[64.81515159881447, 150.3606326385805]","[10, 154]","[20, 148]","[30, 140]","[40, 149]","[50, 145]","[60, 147]","[70, 143]"
"[20.126241389295128, 147.11903791989872]","[54.750634663084114, 147.66468554367182]","[10, 159]","[20, 148]","[30, 140]","[40, 155]","[50, 144]","[60, 141]","[70, 141]"
"[29.79843532469342, 149.08755575359584]","[64.95269305563214, 145.3624012271409]","[10, 155]","[20, 149]","[30, 139]","[40, 152]","[50, 143]","[60, 150]","[70, 138]"
"[29.905972601644237, 148.09298663001036]","[64.82711890692744, 145.35798365986014]","[10, 159]","[20, 148]","[30, 136]","[40, 152]","[50, 142]","[60, 143]","[70, 138]"
"[20.170027988454585, 147.12196964838282]","[54.61967913867746, 147.65110281697383]","[10, 157]","[20, 152]","[30, 140]","[40, 149]","[50, 143]","[60, 143]","[70, 141]"
"[30.201258144853217, 146.1147231454735]","[64.83066128794516, 148.35996910950917]","[10, 157]","[20, 152]","[30, 140]","[40, 149]","[50, 140]","[60, 146]","[70, 141]"
"[20.014799650647515, 148.11380176925994]","[54.87911160869463, 146.6726321601249]","[10, 155]","[20, 149]","[30, 141]","[40, 152]","[50, 146]","[60, 144]","[70, 140]"
"[20.08206253214228, 147.11606640097673]","[54.6985184185644, 147.65929379144063]","[10, 155]","[20, 150]","[30, 140]","[40, 154]","[50, 143]","[60, 141]","[70, 141]"
"[20.081365295188405, 148.11827386660585]","[54.42272115186275, 152.65729882215211]","[10, 157]","[20, 150]","[30, 141]","[40, 154]","[50, 145]","[60, 143]","[70, 146]"
"[29.63706697245113, 150.07482619566386]","[64.84858636750145, 148.36059080044362]","[10, 159]","[20, 148]","[30, 136]","[40, 150]","[50, 144]","[60, 147]","[70, 141]"
"[19.69966168118603, 152.1016295271687]","[54.39289904201731, 151.64900556823503]","[10, 149]","[20, 149]","[30, 145]","[40, 154]","[50, 143]","[60, 141]","[70, 145]"
"[29.985969038890147, 148.10381841491167]","[64.83181074320761, 149.36061117680404]","[10, 159]","[20, 146]","[30, 138]","[40, 155]","[50, 142]","[60, 147]","[70, 142]"
"[29.79856587284173, 150.096650754793]","[64.79994974331103, 152.3612875178257]","[10, 155]","[20, 152]","[30, 141]","[40, 151]","[50, 144]","[60, 148]","[70, 145]"
"[20.015579998865988, 145.10690351536033]","[54.930352790498546, 146.6779065512668]","[10, 151]","[20, 147]","[30, 138]","[40, 154]","[50, 145]","[60, 145]","[70, 140]"
"[30.040424603649722, 147.10206641218082]","[64.84961470866654, 149.36122667144593]","[10, 156]","[20, 149]","[30, 142]","[40, 149]","[50, 141]","[60, 148]","[70, 142]"
"[19.791423001485516, 152.10781519381166]","[54.748307632431555, 145.65365950120506]","[10, 151]","[20, 151]","[30, 145]","[40, 147]","[50, 146]","[60, 141]","[70, 139]"
"[19.76580640803256, 150.10151158994734]","[54.38929310539093, 150.64331443896074]","[10, 155]","[20, 142]","[30, 143]","[40, 150]","[50, 142]","[60, 143]","[70, 144]"
"[19.970024004672883, 150.11529596174876]","[54.128907137702505, 152.62703203396663]","[10, 154]","[20, 152]","[30, 143]","[40, 148]","[50, 141]","[60, 142]","[70, 146]"
"[29.5826594354803, 150.06743368852176]","[64.81261338310675, 148.35933921846396]","[10, 157]","[20, 145]","[30, 140]","[40, 149]","[50, 144]","[60, 145]","[70, 141]"
"[30.038952889153368, 148.11096885928148]","[64.77918021035069, 150.35938793575727]","[10, 153]","[20, 148]","[30, 143]","[40, 156]","[50, 142]","[60, 145]","[70, 143]"
"[29.584213778670023, 151.0767958298587]","[64.81388121765598, 149.35998987328128]","[10, 159]","[20, 149]","[30, 139]","[40, 148]","[50, 145]","[60, 146]","[70, 142]"
