75,20,0
"[34.69546337388896, 83.28123670532614]","[57.66965001813741, 100.69788959760739]","[30, 81]","[40, 76]","[50, 77]","[60, 74]","[70, 94]"
"[34.886158218915874, 80.28730348718844]","[57.98447405441013, 99.72877940260194]","[30, 84]","[40, 73]","[50, 79]","[60, 77]","[70, 93]"
"[34.81599166603954, 78.27853092289591]","[57.888602926850545, 99.71718260708907]","[30, 80]","[40, 71]","[50, 79]","[60, 75]","[70, 93]"
"[34.66159688497339, 83.27907275013888]","[58.12974554121299, 97.73177443356718]","[30, 80]","[40, 76]","[50, 80]","[60, 76]","[70, 91]"
"[34.657356441076296, 82.27672002380129]","[58.223713938246036, 97.74314086447055]","[30, 79]","[40, 75]","[50, 82]","[60, 76]","[70, 91]"
"[34.72556783833729, 82.28112130925746]","[57.93673007528689, 99.72301748463279]","[30, 81]","[40, 75]","[50, 78]","[60, 77]","[70, 93]"
"[34.78430361545926, 79.27861704676936]","[58.082195645836016, 97.72598649588198]","[30, 80]","[40, 72]","[50, 78]","[60, 77]","[70, 91]"
"[34.718652697739614, 80.27645600450433]","[57.93725267385459, 97.70820252318858]","[30, 79]","[40, 73]","[50, 78]","[60, 74]","[70, 91]"
"[34.78695117440773, 80.28092313884524]","[57.76803732309683, 100.70988816867153]","[30, 81]","[40, 73]","[50, 78]","[60, 75]","[70, 94]"
"[34.75606243948558, 81.28101635083247]","[58.32430170377245, 95.7406945529476]","[30, 81]","[40, 74]","[50, 80]","[60, 77]","[70, 89]"
"[34.820445065775935, 80.28309022246732]","[57.96114098681988, 98.7186334619708]","[30, 82]","[40, 73]","[50, 78]","[60, 76]","[70, 92]"
"[45.920682685620115, 97.5212232045143]",[],"[30, 81]","[40, 75]","[50, 78]","[60, 78]","[70, 93]"
"[34.75606243948558, 81.28101635083247]","[57.81472451789822, 98.70066679349974]","[30, 81]","[40, 74]","[50, 76]","[60, 75]","[70, 92]"
"[34.72556783833729, 82.28112130925746]","[57.98595397990584, 97.71420161906798]","[30, 81]","[40, 75]","[50, 77]","[60, 76]","[70, 91]"
"[34.78954229692311, 81.28316941708904]","[57.86583531560404, 102.73589702530586]","[30, 82]","[40, 74]","[50, 80]","[60, 78]","[70, 96]"
"[51.59932455566244, 98.75027920553543]",[],"[30, 79]","[40, 73]","[50, 78]","[60, 78]","[70, 93]"
"[34.781584300905216, 78.27624567661185]","[57.79119105486271, 99.7053031254302]","[30, 79]","[40, 71]","[50, 78]","[60, 74]","[70, 93]"
"[34.72556783833729, 82.28112130925746]","[57.863921003866885, 98.70672757667421]","[30, 81]","[40, 75]","[50, 79]","[60, 73]","[70, 92]"
"[34.85351102853293, 80.28521833247122]","[58.056822777185474, 98.73025383305549]","[30, 83]","[40, 73]","[50, 79]","[60, 77]","[70, 92]"
"[34.722155643804754, 81.2788216995293]","[57.91271410389637, 100.72735473812791]","[30, 80]","[40, 74]","[50, 79]","[60, 77]","[70, 94]"
"[34.6272973231594, 83.27686695956932]","[58.15581435575472, 96.72754538547859]","[30, 79]","[40, 76]","[50, 78]","[60, 77]","[70, 90]"
"[34.715065296667845, 79.2740315407035]","[58.15581435575472, 96.72754538547859]","[30, 78]","[40, 72]","[50, 80]","[60, 75]","[70, 90]"
"[34.85175262520679, 79.28302588235692]","[57.79356854489326, 101.72023136445655]","[30, 82]","[40, 72]","[50, 81]","[60, 74]","[70, 95]"
"[46.19691729970535, 94.49823151351585]",[],"[30, 77]","[40, 74]","[50, 78]","[60, 78]","[70, 90]"
"[34.81824497434669, 79.28084204235547]","[57.47691958534544, 102.6892154238129]","[30, 81]","[40, 72]","[50, 76]","[60, 74]","[70, 96]"
"[34.622581968198325, 82.27445457409749]","[57.863921003866885, 98.70672757667421]","[30, 78]","[40, 75]","[50, 78]","[60, 74]","[70, 92]"
"[34.75302702047129, 80.27871533497806]","[57.69219756765661, 99.69313176633986]","[30, 80]","[40, 73]","[50, 76]","[60, 74]","[70, 93]"
"[34.85351102853293, 80.28521833247122]","[57.69654489977877, 101.70854196373179]","[30, 83]","[40, 73]","[50, 79]","[60, 74]","[70, 95]"
"[45.80807307911212, 97.49334937500132]",[],"[30, 80]","[40, 74]","[50, 78]","[60, 78]","[70, 93]"
"[34.792066142127155, 82.28535667508712]","[58.082195645836016, 97.72598649588198]","[30, 83]","[40, 75]","[50, 78]","[60, 77]","[70, 91]"
"[34.820445065775935, 80.28309022246732]","[58.0318618697966, 99.73447817395035]","[30, 82]","[40, 73]","[50, 81]","[60, 76]","[70, 93]"
"[34.82259157415383, 81.28528125983166]","[57.86485349845044, 100.72160006683058]","[30, 83]","[40, 74]","[50, 78]","[60, 77]","[70, 94]"
"[51.565058440460476, 100.77775269910224]",[],"[30, 81]","[40, 80]","[50, 78]","[60, 75]","[70, 95]"
"[34.78954229692311, 81.28316941708904]","[57.86485349845044, 100.72160006683058]","[30, 82]","[40, 74]","[50, 79]","[60, 76]","[70, 94]"
"[34.75302702047129, 80.27871533497806]","[58.0318618697966, 99.73447817395035]","[30, 80]","[40, 73]","[50, 80]","[60, 77]","[70, 93]"
"[34.759026027768215, 82.28325866812635]","[58.23001861571079, 95.72914884421168]","[30, 82]","[40, 75]","[50, 78]","[60, 77]","[70, 89]"
"[34.718652697739614, 80.27645600450433]","[58.009176357078225, 98.72447846203504]","[30, 79]","[40, 73]","[50, 79]","[60, 76]","[70, 92]"
"[34.91748256743357, 79.28726579566228]","[58.009176357078225, 98.72447846203504]","[30, 84]","[40, 72]","[50, 81]","[60, 74]","[70, 92]"
"[34.91748256743357, 79.28726579566228]","[58.05977906041945, 96.71573453164832]","[30, 84]","[40, 72]","[50, 79]","[60, 74]","[70, 90]"
"[31.070694383142012, 80.95906384780277]","[57.66965001813741, 100.69788959760739]","[20, 115]","[30, 83]","[40, 74]","[50, 77]","[60, 74]","[70, 94]"
"[34.722155643804754, 81.2788216995293]","[58.009176357078225, 98.72447846203504]","[30, 80]","[40, 74]","[50, 80]","[60, 75]","[70, 92]"
"[34.81824497434669, 79.28084204235547]","[57.96114098681988, 98.7186334619708]","[30, 81]","[40, 72]","[50, 79]","[60, 75]","[70, 92]"
"[34.78695117440773, 80.28092313884524]","[58.15581435575472, 96.72754538547859]","[30, 81]","[40, 73]","[50, 79]","[60, 76]","[70, 90]"
"[34.78954229692311, 81.28316941708904]","[57.719026234384714, 100.70392515763085]","[30, 82]","[40, 74]","[50, 78]","[60, 74]","[70, 94]"
"[44.10097964676441, 82.93987976912611]",[],"[30, 85]","[40, 74]","[50, 77]","[60, 77]","[70, 95]"
"[34.759026027768215, 82.28325866812635]","[57.93725267385459, 97.70820252318858]","[30, 82]","[40, 75]","[50, 78]","[60, 74]","[70, 91]"
"[34.72556783833729, 82.28112130925746]","[57.98447405441013, 99.72877940260194]","[30, 81]","[40, 75]","[50, 79]","[60, 77]","[70, 93]"
"[34.949724002947214, 79.28932648717648]","[58.1880146423309, 93.70848162624608]","[30, 85]","[40, 72]","[50, 77]","[60, 74]","[70, 87]"
"[34.75606243948558, 81.28101635083247]","[58.23001861571079, 95.72914884421168]","[30, 81]","[40, 74]","[50, 80]","[60, 75]","[70, 89]"
"[34.715065296667845, 79.2740315407035]","[58.082195645836016, 97.72598649588198]","[30, 78]","[40, 72]","[50, 80]","[60, 75]","[70, 91]"
"[49.19745299565585, 81.73926521328852]",[],"[30, 79]","[40, 76]","[50, 76]","[60, 75]","[70, 89]"
"[43.801583462291035, 82.88192689502678]",[],"[30, 81]","[40, 74]","[50, 75]","[60, 77]","[70, 93]"
"[34.75606243948558, 81.28101635083247]","[57.91281336280407, 96.69747640630268]","[30, 81]","[40, 74]","[50, 78]","[60, 72]","[70, 90]"
"[34.78695117440773, 80.28092313884524]","[58.182306296277815, 95.72327101936555]","[30, 81]","[40, 73]","[50, 78]","[60, 76]","[70, 89]"
"[34.68382764251408, 80.2741610106337]","[57.719026234384714, 100.70392515763085]","[30, 78]","[40, 73]","[50, 78]","[60, 74]","[70, 94]"
"[34.68780383239876, 81.27658425063373]","[58.27735518547844, 95.73495755716371]","[30, 79]","[40, 74]","[50, 79]","[60, 77]","[70, 89]"
"[34.88346704893016, 78.28297133860022]","[58.11212342725611, 94.70681547466434]","[30, 82]","[40, 71]","[50, 77]","[60, 74]","[70, 88]"
"[34.820445065775935, 80.28309022246732]","[58.05977906041945, 96.71573453164832]","[30, 82]","[40, 73]","[50, 77]","[60, 76]","[70, 90]"
"[34.81824497434669, 79.28084204235547]","[58.182306296277815, 95.72327101936555]","[30, 81]","[40, 72]","[50, 78]","[60, 76]","[70, 89]"
"[48.92256316915972, 82.71150399626065]",[],"[30, 78]","[40, 72]","[50, 76]","[60, 76]","[70, 90]"
"[34.82259157415383, 81.28528125983166]","[57.93673007528689, 99.72301748463279]","[30, 83]","[40, 74]","[50, 78]","[60, 77]","[70, 93]"
"[34.78695117440773, 80.28092313884524]","[58.03427316715839, 97.72013033836464]","[30, 81]","[40, 73]","[50, 79]","[60, 75]","[70, 91]"
"[34.715065296667845, 79.2740315407035]","[58.23001861571079, 95.72914884421168]","[30, 78]","[40, 72]","[50, 79]","[60, 76]","[70, 89]"
"[34.85351102853293, 80.28521833247122]","[57.91271410389637, 100.72735473812791]","[30, 83]","[40, 73]","[50, 79]","[60, 77]","[70, 94]"
"[34.75606243948558, 81.28101635083247]","[58.082195645836016, 97.72598649588198]","[30, 81]","[40, 74]","[50, 79]","[60, 76]","[70, 91]"
"[46.00947826714143, 95.48223587779593]",[],"[30, 80]","[40, 73]","[50, 77]","[60, 77]","[70, 91]"
"[34.75606243948558, 81.28101635083247]","[58.10798562876699, 96.72167547436688]","[30, 81]","[40, 74]","[50, 78]","[60, 76]","[70, 90]"
"[34.759026027768215, 82.28325866812635]","[58.10798562876699, 96.72167547436688]","[30, 82]","[40, 75]","[50, 80]","[60, 74]","[70, 90]"
"[34.78430361545926, 79.27861704676936]","[58.15581435575472, 96.72754538547859]","[30, 80]","[40, 72]","[50, 79]","[60, 76]","[70, 90]"
"[34.68780383239876, 81.27658425063373]","[58.03427316715839, 97.72013033836464]","[30, 79]","[40, 74]","[50, 79]","[60, 75]","[70, 91]"
"[34.722155643804754, 81.2788216995293]","[58.104096470740735, 98.7359590866029]","[30, 80]","[40, 74]","[50, 81]","[60, 76]","[70, 92]"
"[34.68382764251408, 80.2741610106337]","[58.2503191186552, 96.73906766676816]","[30, 78]","[40, 73]","[50, 80]","[60, 77]","[70, 90]"
"[48.96022829361059, 85.74220628488233]",[],"[30, 82]","[40, 76]","[50, 78]","[60, 79]","[70, 89]"
"[34.657356441076296, 82.27672002380129]","[58.104096470740735, 98.7359590866029]","[30, 79]","[40, 75]","[50, 80]","[60, 77]","[70, 92]"
"[34.759026027768215, 82.28325866812635]","[58.12974554121299, 97.73177443356718]","[30, 82]","[40, 75]","[50, 80]","[60, 76]","[70, 91]"
"[34.82259157415383, 81.28528125983166]","[58.011199255025055, 96.7097262765654]","[30, 83]","[40, 74]","[50, 77]","[60, 75]","[70, 90]"
"[34.82259157415383, 81.28528125983166]","[58.011199255025055, 96.7097262765654]","[30, 83]","[40, 74]","[50, 79]","[60, 73]","[70, 90]"
"[34.82259157415383, 81.28528125983166]","[58.23001861571079, 95.72914884421168]","[30, 83]","[40, 74]","[50, 79]","[60, 76]","[70, 89]"
"[34.68780383239876, 81.27658425063373]","[57.863921003866885, 98.70672757667421]","[30, 79]","[40, 74]","[50, 78]","[60, 74]","[70, 92]"
"[34.76192210999259, 83.28544313214239]","[57.93673007528689, 99.72301748463279]","[30, 83]","[40, 76]","[50, 79]","[60, 76]","[70, 93]"
"[34.820445065775935, 80.28309022246732]","[58.011199255025055, 96.7097262765654]","[30, 82]","[40, 73]","[50, 78]","[60, 74]","[70, 90]"
"[46.28977102936845, 95.55222416046503]",[],"[30, 81]","[40, 75]","[50, 78]","[60, 78]","[70, 91]"
"[34.592553758549336, 83.27461830562267]","[58.13422152463206, 95.71732235230294]","[30, 78]","[40, 76]","[50, 78]","[60, 75]","[70, 89]"
"[34.722155643804754, 81.2788216995293]","[58.011199255025055, 96.7097262765654]","[30, 80]","[40, 74]","[50, 79]","[60, 73]","[70, 90]"
"[34.74671515228856, 78.27391331000648]","[58.03684512713745, 95.70520061714656]","[30, 78]","[40, 71]","[50, 78]","[60, 73]","[70, 89]"
"[34.85175262520679, 79.28302588235692]","[58.03427316715839, 97.72013033836464]","[30, 82]","[40, 72]","[50, 80]","[60, 74]","[70, 91]"
"[51.59932455566244, 98.75027920553543]",[],"[30, 82]","[40, 75]","[50, 77]","[60, 77]","[70, 93]"
"[34.78954229692311, 81.28316941708904]","[58.23001861571079, 95.72914884421168]","[30, 82]","[40, 74]","[50, 78]","[60, 77]","[70, 89]"
"[34.718652697739614, 80.27645600450433]","[58.12974554121299, 97.73177443356718]","[30, 79]","[40, 73]","[50, 79]","[60, 77]","[70, 91]"
"[34.82259157415383, 81.28528125983166]","[58.082195645836016, 97.72598649588198]","[30, 83]","[40, 74]","[50, 81]","[60, 74]","[70, 91]"
"[34.718652697739614, 80.27645600450433]","[57.91273554627779, 98.71271722236969]","[30, 79]","[40, 73]","[50, 78]","[60, 75]","[70, 92]"
"[34.75302702047129, 80.27871533497806]","[58.15581435575472, 96.72754538547859]","[30, 80]","[40, 73]","[50, 80]","[60, 75]","[70, 90]"
"[34.68780383239876, 81.27658425063373]","[58.00729253283053, 100.73865925490628]","[30, 79]","[40, 74]","[50, 83]","[60, 75]","[70, 94]"
"[34.69546337388896, 83.28123670532614]","[58.056822777185474, 98.73025383305549]","[30, 81]","[40, 76]","[50, 79]","[60, 77]","[70, 92]"
"[45.89556629005104, 95.45354249608462]",[],"[30, 78]","[40, 73]","[50, 77]","[60, 77]","[70, 91]"
"[34.68780383239876, 81.27658425063373]","[58.009176357078225, 98.72447846203504]","[30, 79]","[40, 74]","[50, 80]","[60, 75]","[70, 92]"
"[34.78954229692311, 81.28316941708904]","[58.15581435575472, 96.72754538547859]","[30, 82]","[40, 74]","[50, 80]","[60, 75]","[70, 90]"
"[34.75606243948558, 81.28101635083247]","[58.343339451746644, 96.75032177762637]","[30, 81]","[40, 74]","[50, 81]","[60, 78]","[70, 90]"
"[34.78954229692311, 81.28316941708904]","[58.12974554121299, 97.73177443356718]","[30, 82]","[40, 74]","[50, 80]","[60, 76]","[70, 91]"
"[34.759026027768215, 82.28325866812635]","[57.74188955184925, 99.69925390007863]","[30, 82]","[40, 75]","[50, 76]","[60, 75]","[70, 93]"
"[34.75606243948558, 81.28101635083247]","[57.93725267385459, 97.70820252318858]","[30, 81]","[40, 74]","[50, 77]","[60, 75]","[70, 91]"
"[34.722155643804754, 81.2788216995293]","[58.13422152463206, 95.71732235230294]","[30, 80]","[40, 74]","[50, 79]","[60, 74]","[70, 89]"
"[34.98134868411236, 77.28722817833484]","[57.67442649908903, 102.71310890985608]","[30, 84]","[40, 70]","[50, 79]","[60, 75]","[70, 96]"
"[46.234220310614006, 95.53842271962722]",[],"[30, 82]","[40, 74]","[50, 77]","[60, 78]","[70, 91]"
"[34.622581968198325, 82.27445457409749]","[58.28491774121053, 93.72064522894749]","[30, 78]","[40, 75]","[50, 78]","[60, 75]","[70, 87]"
"[34.68780383239876, 81.27658425063373]","[58.104096470740735, 98.7359590866029]","[30, 79]","[40, 74]","[50, 80]","[60, 77]","[70, 92]"
"[34.72556783833729, 82.28112130925746]","[58.176914930541436, 97.73749105512175]","[30, 81]","[40, 75]","[50, 80]","[60, 77]","[70, 91]"
"[34.69168027382396, 82.27894154094582]","[57.79119105486271, 99.7053031254302]","[30, 80]","[40, 75]","[50, 77]","[60, 75]","[70, 93]"
"[34.82259157415383, 81.28528125983166]","[58.352061534079574, 94.73662393501185]","[30, 83]","[40, 74]","[50, 81]","[60, 75]","[70, 88]"
"[34.718652697739614, 80.27645600450433]","[58.182306296277815, 95.72327101936555]","[30, 79]","[40, 73]","[50, 79]","[60, 75]","[70, 89]"
"[34.81824497434669, 79.28084204235547]","[57.98595397990584, 97.71420161906798]","[30, 81]","[40, 72]","[50, 77]","[60, 76]","[70, 91]"
"[34.73215424758872, 84.28553973996353]","[57.9875661476412, 95.69902785787656]","[30, 83]","[40, 77]","[50, 78]","[60, 72]","[70, 89]"
"[34.792066142127155, 82.28535667508712]","[58.104096470740735, 98.7359590866029]","[30, 83]","[40, 75]","[50, 81]","[60, 76]","[70, 92]"
"[44.04345164072591, 81.91026228196505]",[],"[30, 83]","[40, 73]","[50, 76]","[60, 76]","[70, 92]"
"[34.88207241999236, 77.28071763100165]","[57.91273554627779, 98.71271722236969]","[30, 81]","[40, 70]","[50, 78]","[60, 75]","[70, 92]"
"[34.78695117440773, 80.28092313884524]","[58.182306296277815, 95.72327101936555]","[30, 81]","[40, 73]","[50, 78]","[60, 76]","[70, 89]"
"[34.72890424215842, 83.28335998198823]","[58.27735518547844, 95.73495755716371]","[30, 82]","[40, 76]","[50, 79]","[60, 77]","[70, 89]"
"[34.749908908065755, 79.27634648783618]","[58.16088260165195, 94.71292265062782]","[30, 79]","[40, 72]","[50, 78]","[60, 74]","[70, 88]"
"[34.718652697739614, 80.27645600450433]","[57.74188955184925, 99.69925390007863]","[30, 79]","[40, 73]","[50, 79]","[60, 72]","[70, 93]"
"[34.759026027768215, 82.28325866812635]","[58.20324603360626, 96.73334014666118]","[30, 82]","[40, 75]","[50, 79]","[60, 77]","[70, 90]"
"[34.66159688497339, 83.27907275013888]","[57.98595397990584, 97.71420161906798]","[30, 80]","[40, 76]","[50, 78]","[60, 75]","[70, 91]"
"[34.820445065775935, 80.28309022246732]","[58.15581435575472, 96.72754538547859]","[30, 82]","[40, 73]","[50, 79]","[60, 76]","[70, 90]"
"[34.78695117440773, 80.28092313884524]","[58.03684512713745, 95.70520061714656]","[30, 81]","[40, 73]","[50, 77]","[60, 74]","[70, 89]"
"[34.91655054612746, 78.28512656535668]","[57.98595397990584, 97.71420161906798]","[30, 83]","[40, 71]","[50, 77]","[60, 76]","[70, 91]"
"[34.78695117440773, 80.28092313884524]","[58.176914930541436, 97.73749105512175]","[30, 81]","[40, 73]","[50, 79]","[60, 78]","[70, 91]"
"[34.884827256635155, 79.28516577064752]","[57.98595397990584, 97.71420161906798]","[30, 83]","[40, 72]","[50, 78]","[60, 75]","[70, 91]"
"[34.820445065775935, 80.28309022246732]","[58.03684512713745, 95.70520061714656]","[30, 82]","[40, 73]","[50, 77]","[60, 74]","[70, 89]"
"[43.801583462291035, 82.88192689502678]",[],"[30, 79]","[40, 74]","[50, 77]","[60, 77]","[70, 88]"
"[51.582013874155514, 99.76412324452784]",[],"[30, 79]","[40, 75]","[50, 78]","[60, 78]","[70, 94]"
"[34.849948583352194, 78.28077331250826]","[57.863921003866885, 98.70672757667421]","[30, 81]","[40, 71]","[50, 78]","[60, 74]","[70, 92]"
"[34.82259157415383, 81.28528125983166]","[58.176914930541436, 97.73749105512175]","[30, 83]","[40, 74]","[50, 80]","[60, 77]","[70, 91]"
"[34.78954229692311, 81.28316941708904]","[57.816634906055825, 100.71577872106894]","[30, 82]","[40, 74]","[50, 79]","[60, 75]","[70, 94]"
"[34.722155643804754, 81.2788216995293]","[57.76803732309683, 100.70988816867153]","[30, 80]","[40, 74]","[50, 80]","[60, 73]","[70, 94]"
"[34.66159688497339, 83.27907275013888]","[58.13422152463206, 95.71732235230294]","[30, 80]","[40, 76]","[50, 81]","[60, 72]","[70, 89]"
"[34.76192210999259, 83.28544313214239]","[57.98595397990584, 97.71420161906798]","[30, 83]","[40, 76]","[50, 79]","[60, 74]","[70, 91]"
"[46.28977102936845, 95.55222416046503]",[],"[30, 81]","[40, 78]","[50, 77]","[60, 76]","[70, 91]"
"[34.75606243948558, 81.28101635083247]","[57.98595397990584, 97.71420161906798]","[30, 81]","[40, 74]","[50, 80]","[60, 73]","[70, 91]"
"[34.657356441076296, 82.27672002380129]","[58.176914930541436, 97.73749105512175]","[30, 79]","[40, 75]","[50, 79]","[60, 78]","[70, 91]"
"[43.95265127733752, 82.91130863575606]",[],"[30, 82]","[40, 74]","[50, 77]","[60, 77]","[70, 89]"
"[34.820445065775935, 80.28309022246732]","[57.93673007528689, 99.72301748463279]","[30, 82]","[40, 73]","[50, 79]","[60, 76]","[70, 93]"
"[34.715065296667845, 79.2740315407035]","[58.27735518547844, 95.73495755716371]","[30, 78]","[40, 72]","[50, 79]","[60, 77]","[70, 89]"
"[34.78430361545926, 79.27861704676936]","[58.056822777185474, 98.73025383305549]","[30, 80]","[40, 72]","[50, 79]","[60, 77]","[70, 92]"
"[34.78954229692311, 81.28316941708904]","[57.888169115549665, 97.7021291922373]","[30, 82]","[40, 74]","[50, 77]","[60, 74]","[70, 91]"
"[34.75606243948558, 81.28101635083247]","[57.81472451789822, 98.70066679349974]","[30, 81]","[40, 74]","[50, 78]","[60, 73]","[70, 92]"
"[34.66159688497339, 83.27907275013888]","[57.888169115549665, 97.7021291922373]","[30, 80]","[40, 76]","[50, 77]","[60, 74]","[70, 91]"
"[34.78954229692311, 81.28316941708904]","[58.0857362454922, 95.71129998292743]","[30, 82]","[40, 74]","[50, 78]","[60, 74]","[70, 89]"
"[34.759026027768215, 82.28325866812635]","[58.32430170377245, 95.7406945529476]","[30, 82]","[40, 75]","[50, 80]","[60, 77]","[70, 89]"
"[34.718652697739614, 80.27645600450433]","[58.056822777185474, 98.73025383305549]","[30, 79]","[40, 73]","[50, 79]","[60, 77]","[70, 92]"
"[51.801857137324596, 96.75345004986029]",[],"[30, 79]","[40, 75]","[50, 75]","[60, 78]","[70, 91]"
"[34.94868653099322, 77.28509943449448]","[57.93725267385459, 97.70820252318858]","[30, 83]","[40, 70]","[50, 78]","[60, 74]","[70, 91]"
"[34.69168027382396, 82.27894154094582]","[57.81472451789822, 98.70066679349974]","[30, 80]","[40, 75]","[50, 77]","[60, 74]","[70, 92]"
"[51.801857137324596, 96.75345004986029]",[],"[30, 79]","[40, 77]","[50, 77]","[60, 74]","[70, 91]"
"[34.69168027382396, 82.27894154094582]","[58.27735518547844, 95.73495755716371]","[30, 80]","[40, 75]","[50, 80]","[60, 76]","[70, 89]"
"[34.648546472672955, 80.27181598143632]","[58.011199255025055, 96.7097262765654]","[30, 77]","[40, 73]","[50, 79]","[60, 73]","[70, 90]"
"[34.66574093265647, 84.28136148542417]","[58.082195645836016, 97.72598649588198]","[30, 81]","[40, 77]","[50, 79]","[60, 76]","[70, 91]"
"[34.78695117440773, 80.28092313884524]","[58.05977906041945, 96.71573453164832]","[30, 81]","[40, 73]","[50, 78]","[60, 75]","[70, 90]"
"[34.759026027768215, 82.28325866812635]","[58.082195645836016, 97.72598649588198]","[30, 82]","[40, 75]","[50, 78]","[60, 77]","[70, 91]"
"[30.0, 86.44999998573857]","[52.23239670982417, 96.83343831790731]","[30, 79]","[40, 80]","[50, 78]","[60, 78]","[70, 91]"
"[46.825615249755785, 93.62451773045504]",[],"[30, 84]","[40, 76]","[50, 77]","[60, 78]","[70, 89]"
"[34.792066142127155, 82.28535667508712]","[58.2970096857813, 96.74472898396075]","[30, 83]","[40, 75]","[50, 80]","[60, 78]","[70, 90]"
"[34.56291462475763, 84.27479221329202]","[58.125517801891895, 99.74567206463213]","[30, 78]","[40, 77]","[50, 81]","[60, 78]","[70, 93]"
"[34.718652697739614, 80.27645600450433]","[58.20324603360626, 96.73334014666118]","[30, 79]","[40, 73]","[50, 79]","[60, 77]","[70, 90]"
"[34.6530037446312, 81.27430177725113]","[58.12974554121299, 97.73177443356718]","[30, 78]","[40, 74]","[50, 79]","[60, 77]","[70, 91]"
"[34.75302702047129, 80.27871533497806]","[58.082195645836016, 97.72598649588198]","[30, 80]","[40, 73]","[50, 80]","[60, 75]","[70, 91]"
"[34.72556783833729, 82.28112130925746]","[58.009176357078225, 98.72447846203504]","[30, 81]","[40, 75]","[50, 80]","[60, 75]","[70, 92]"
"[34.82674155025266, 83.28949443187818]","[57.71515333288606, 98.68832276321984]","[30, 85]","[40, 76]","[50, 77]","[60, 72]","[70, 92]"
"[34.722155643804754, 81.2788216995293]","[57.816634906055825, 100.71577872106894]","[30, 80]","[40, 74]","[50, 78]","[60, 76]","[70, 94]"
"[34.72556783833729, 82.28112130925746]","[57.91273554627779, 98.71271722236969]","[30, 81]","[40, 75]","[50, 80]","[60, 73]","[70, 92]"
