25,20,0
"[35.453601338532245, 29.096951802685155]","[55.04143689411114, 52.354977275181696]","[30, 42]","[40, 22]","[50, 36]","[60, 22]","[70, 47]"
"[35.43842658210346, 30.106387415095764]","[55.44436882742165, 51.42991537639128]","[30, 43]","[40, 23]","[50, 37]","[60, 23]","[70, 46]"
"[35.21780146149634, 31.084290035136355]","[54.62740369991247, 54.31653323611853]","[30, 41]","[40, 24]","[50, 35]","[60, 22]","[70, 49]"
"[35.52191546837165, 29.1075459718363]","[55.06567051363932, 50.27890512076508]","[30, 43]","[40, 22]","[50, 34]","[60, 22]","[70, 45]"
"[35.63258345153754, 30.135165447123438]","[55.31615480420917, 51.39345470026706]","[30, 46]","[40, 23]","[50, 36]","[60, 23]","[70, 46]"
"[34.9128932735638, 32.04877301338118]","[54.496197807728414, 52.19611688332574]","[30, 38]","[40, 25]","[50, 34]","[60, 20]","[70, 47]"
"[35.43842658210346, 30.106387415095764]","[55.21595173384947, 49.28016240719477]","[30, 43]","[40, 23]","[50, 35]","[60, 21]","[70, 44]"
"[35.453601338532245, 29.096951802685155]","[55.05313519643072, 51.317576167498764]","[30, 42]","[40, 22]","[50, 35]","[60, 22]","[70, 46]"
"[35.453601338532245, 29.096951802685155]","[55.05313519643072, 51.317576167498764]","[30, 42]","[40, 22]","[50, 34]","[60, 23]","[70, 46]"
"[35.22642824837447, 30.073501833631678]","[55.33277731642585, 50.357473015567635]","[30, 40]","[40, 23]","[50, 36]","[60, 22]","[70, 45]"
"[35.50501561657238, 30.11640092381426]","[55.20037336292525, 50.318719211013665]","[30, 44]","[40, 23]","[50, 35]","[60, 22]","[70, 45]"
"[35.22642824837447, 30.073501833631678]","[54.89150209779742, 54.390585497699824]","[30, 40]","[40, 23]","[50, 36]","[60, 23]","[70, 49]"
"[35.144846920735766, 31.07297826768576]","[54.7605449022855, 54.35403856497261]","[30, 40]","[40, 24]","[50, 34]","[60, 24]","[70, 49]"
"[35.50501561657238, 30.11640092381426]","[55.35041050570295, 49.32030022663508]","[30, 44]","[40, 23]","[50, 35]","[60, 22]","[70, 44]"
"[35.43842658210346, 30.106387415095764]","[55.33277731642585, 50.357473015567635]","[30, 43]","[40, 23]","[50, 36]","[60, 22]","[70, 45]"
"[35.42421384091945, 31.11534642120808]","[55.20037336292525, 50.318719211013665]","[30, 44]","[40, 24]","[50, 34]","[60, 23]","[70, 45]"
"[35.65263441860955, 29.127355924295724]","[55.35041050570295, 49.32030022663508]","[30, 45]","[40, 22]","[50, 35]","[60, 22]","[70, 44]"
"[35.588232324588034, 29.11766891881547]","[54.77349255080778, 52.27768354634919]","[30, 44]","[40, 22]","[50, 35]","[60, 21]","[70, 47]"
"[35.52191546837165, 29.1075459718363]","[54.77349255080778, 52.27768354634919]","[30, 43]","[40, 22]","[50, 34]","[60, 22]","[70, 47]"
"[35.42421384091945, 31.11534642120808]","[55.21595173384947, 49.28016240719477]","[30, 44]","[40, 24]","[50, 35]","[60, 21]","[70, 44]"
"[35.38319538951134, 29.085866244128507]","[54.91820717071652, 51.27808555724581]","[30, 41]","[40, 22]","[50, 36]","[60, 20]","[70, 46]"
"[35.0696606554227, 31.061136436838517]","[55.31615480420917, 51.39345470026706]","[30, 39]","[40, 24]","[50, 36]","[60, 23]","[70, 46]"
"[35.65263441860955, 29.127355924295724]","[55.18576649242434, 51.35602187554918]","[30, 45]","[40, 22]","[50, 35]","[60, 23]","[70, 46]"
"[35.65263441860955, 29.127355924295724]","[55.18576649242434, 51.35602187554918]","[30, 45]","[40, 22]","[50, 35]","[60, 23]","[70, 46]"
"[35.36985879645915, 30.09591820846761]","[55.17204144245463, 52.392119076911364]","[30, 42]","[40, 23]","[50, 37]","[60, 22]","[70, 47]"
"[35.36985879645915, 30.09591820846761]","[55.44436882742165, 51.42991537639128]","[30, 42]","[40, 23]","[50, 37]","[60, 23]","[70, 46]"
"[35.29922391235923, 30.084966414811152]","[55.147016508338396, 54.46091609008089]","[30, 41]","[40, 23]","[50, 39]","[60, 22]","[70, 49]"
"[35.29922391235923, 30.084966414811152]","[55.17204144245463, 52.392119076911364]","[30, 41]","[40, 23]","[50, 36]","[60, 23]","[70, 47]"
"[35.43842658210346, 30.106387415095764]","[55.30048433836914, 52.42830078505905]","[30, 43]","[40, 23]","[50, 39]","[60, 21]","[70, 47]"
"[35.21780146149634, 31.084290035136355]","[54.90860156866412, 52.31684426818241]","[30, 41]","[40, 24]","[50, 35]","[60, 22]","[70, 47]"
"[35.36985879645915, 30.09591820846761]","[54.89972259613764, 53.354326021836634]","[30, 42]","[40, 23]","[50, 37]","[60, 21]","[70, 48]"
"[35.55229841931439, 31.133911582740993]","[54.77349255080778, 52.27768354634919]","[30, 46]","[40, 24]","[50, 34]","[60, 22]","[70, 47]"
"[35.29922391235923, 30.084966414811152]","[55.4629236924146, 50.395197233257974]","[30, 41]","[40, 23]","[50, 36]","[60, 23]","[70, 45]"
"[35.42421384091945, 31.11534642120808]","[55.33277731642585, 50.357473015567635]","[30, 44]","[40, 24]","[50, 36]","[60, 22]","[70, 45]"
"[35.47424703409102, 32.13285015450454]","[55.04143689411114, 52.354977275181696]","[30, 46]","[40, 25]","[50, 35]","[60, 23]","[70, 47]"
"[35.82602606787228, 27.130802464765456]","[55.04143689411114, 52.354977275181696]","[30, 45]","[40, 20]","[50, 36]","[60, 22]","[70, 47]"
"[35.43842658210346, 30.106387415095764]","[55.04143689411114, 52.354977275181696]","[30, 43]","[40, 23]","[50, 37]","[60, 21]","[70, 47]"
